"Year","Parental responsibility status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Does not have parental responsibility","30 - 34","England","Female","All","Not main scheme application","390","260","0.661","65"
"2023","Does not have parental responsibility","30 - 34","Scotland","Female","All","Not main scheme application","55","35","0.611","10"
"2023","Does not have parental responsibility","30 - 34","Wales","Female","All","Not main scheme application","20","15","0.727","5"
"2023","Has parental responsibility","30 - 34","Northern Ireland","Female","All","Not main scheme application","20","15","0.773","0"
"2023","Has parental responsibility","30 - 34","England","Female","All","Not main scheme application","685","490","0.713","85"
"2023","Has parental responsibility","30 - 34","Scotland","Female","All","Not main scheme application","80","50","0.646","10"
"2023","Has parental responsibility","30 - 34","Wales","Female","All","Not main scheme application","40","35","0.857","10"
"2023","Not declared","35 and over","England","Female","All","Not main scheme application","8135","7670","0.9420000000000001","15"
"2023","Not declared","35 and over","Scotland","Female","All","Not main scheme application","270","260","0.963","0"
"2023","Not declared","35 and over","Wales","Female","All","Not main scheme application","130","130","0.97","0"
"2023","Does not have parental responsibility","35 and over","Northern Ireland","Female","All","Not main scheme application","5","5"," ","0"
"2023","Does not have parental responsibility","35 and over","England","Female","All","Not main scheme application","655","455","0.6950000000000001","145"
"2023","Does not have parental responsibility","35 and over","Scotland","Female","All","Not main scheme application","70","45","0.6910000000000001","20"
"2023","Does not have parental responsibility","35 and over","Wales","Female","All","Not main scheme application","30","25","0.767","5"
"2023","Has parental responsibility","35 and over","Northern Ireland","Female","All","Not main scheme application","40","35","0.857","5"
"2023","Has parental responsibility","35 and over","England","Female","All","Not main scheme application","1830","1280","0.6990000000000001","435"
"2023","Has parental responsibility","35 and over","Scotland","Female","All","Not main scheme application","190","115","0.617","55"
"2023","Has parental responsibility","35 and over","Wales","Female","All","Not main scheme application","100","80","0.796","15"
"2023","Not declared","17 and under","England","Male","All","Not main scheme application","75","70","0.919","0"
"2023","Not declared","17 and under","Scotland","Male","All","Not main scheme application","95","95","0.989","0"
"2023","Not declared","17 and under","Wales","Male","All","Not main scheme application","10","5"," ","0"
"2023","Does not have parental responsibility","17 and under","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","Does not have parental responsibility","17 and under","England","Male","All","Not main scheme application","85","60","0.686","5"
"2023","Does not have parental responsibility","17 and under","Scotland","Male","All","Not main scheme application","50","45","0.846","5"
"2023","Not declared","18","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2023","Not declared","18","England","Male","All","Not main scheme application","1425","1355","0.9520000000000001","5"
"2023","Not declared","18","Scotland","Male","All","Not main scheme application","200","195","0.99","0"
"2023","Not declared","18","Wales","Male","All","Not main scheme application","60","55","0.983","0"
"2023","Does not have parental responsibility","18","Northern Ireland","Male","All","Not main scheme application","345","295","0.858","0"
"2023","Does not have parental responsibility","18","England","Male","All","Not main scheme application","18770","17390","0.926","145"
"2023","Does not have parental responsibility","18","Scotland","Male","All","Not main scheme application","435","380","0.876","15"
"2023","Does not have parental responsibility","18","Wales","Male","All","Not main scheme application","505","455","0.903","10"
"2023","Has parental responsibility","18","England","Male","All","Not main scheme application","70","60","0.841","0"
"2023","Has parental responsibility","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","19","Northern Ireland","Male","All","Not main scheme application","10","10","0.909","0"
"2023","Not declared","19","England","Male","All","Not main scheme application","1925","1830","0.9500000000000001","10"
"2023","Not declared","19","Scotland","Male","All","Not main scheme application","145","145","0.98","0"
"2023","Not declared","19","Wales","Male","All","Not main scheme application","75","70","0.932","0"
"2023","Does not have parental responsibility","19","Northern Ireland","Male","All","Not main scheme application","140","125","0.872","5"
"2023","Does not have parental responsibility","19","England","Male","All","Not main scheme application","5955","5300","0.89","220"
"2023","Does not have parental responsibility","19","Scotland","Male","All","Not main scheme application","235","185","0.787","25"
"2023","Does not have parental responsibility","19","Wales","Male","All","Not main scheme application","195","180","0.923","10"
"2023","Has parental responsibility","19","England","Male","All","Not main scheme application","35","30","0.857","5"
"2023","Not declared","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","20","England","Male","All","Not main scheme application","1535","1445","0.9400000000000001","10"
"2023","Not declared","20","Scotland","Male","All","Not main scheme application","95","95","0.969","0"
"2023","Not declared","20","Wales","Male","All","Not main scheme application","70","65","0.985","0"
"2023","Does not have parental responsibility","20","Northern Ireland","Male","All","Not main scheme application","80","65","0.846","5"
"2023","Does not have parental responsibility","20","England","Male","All","Not main scheme application","2600","2240","0.862","185"
"2023","Does not have parental responsibility","20","Scotland","Male","All","Not main scheme application","140","110","0.8","20"
"2023","Does not have parental responsibility","20","Wales","Male","All","Not main scheme application","100","90","0.898","10"
"2023","Has parental responsibility","20","England","Male","All","Not main scheme application","20","15","0.85","0"
"2023","Not declared","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","21 - 24","England","Male","All","Not main scheme application","4235","3970","0.937","15"
"2023","Not declared","21 - 24","Scotland","Male","All","Not main scheme application","185","170","0.9400000000000001","0"
"2023","Not declared","21 - 24","Wales","Male","All","Not main scheme application","90","85","0.978","0"
"2023","Does not have parental responsibility","21 - 24","Northern Ireland","Male","All","Not main scheme application","75","60","0.8270000000000001","10"
"2023","Does not have parental responsibility","21 - 24","England","Male","All","Not main scheme application","3200","2670","0.834","300"
"2023","Does not have parental responsibility","21 - 24","Scotland","Male","All","Not main scheme application","255","200","0.78","30"
"2023","Does not have parental responsibility","21 - 24","Wales","Male","All","Not main scheme application","155","130","0.863","20"
"2023","Has parental responsibility","21 - 24","England","Male","All","Not main scheme application","75","55","0.733","15"
"2023","Has parental responsibility","21 - 24","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","England","Male","All","Not main scheme application","3655","3440","0.9420000000000001","10"
"2023","Not declared","25 - 29","Scotland","Male","All","Not main scheme application","95","90","0.9570000000000001","0"
"2023","Not declared","25 - 29","Wales","Male","All","Not main scheme application","45","45","0.9570000000000001","0"
"2023","Does not have parental responsibility","25 - 29","Northern Ireland","Male","All","Not main scheme application","30","20","0.667","5"
"2023","Does not have parental responsibility","25 - 29","England","Male","All","Not main scheme application","830","645","0.78","120"
"2023","Does not have parental responsibility","25 - 29","Scotland","Male","All","Not main scheme application","110","90","0.8150000000000001","20"
"2023","Does not have parental responsibility","25 - 29","Wales","Male","All","Not main scheme application","60","50","0.8","10"
"2023","Has parental responsibility","25 - 29","England","Male","All","Not main scheme application","115","95","0.802","25"
"2023","Has parental responsibility","25 - 29","Scotland","Male","All","Not main scheme application","10","10"," ","5"
"2023","Has parental responsibility","25 - 29","Wales","Male","All","Not main scheme application","10","5"," ","0"
"2023","Not declared","30 - 34","England","Male","All","Not main scheme application","3315","3115","0.9390000000000001","0"
"2023","Not declared","30 - 34","Scotland","Male","All","Not main scheme application","60","60","0.9510000000000001","0"
"2023","Not declared","30 - 34","Wales","Male","All","Not main scheme application","30","30","1","0"
"2023","Does not have parental responsibility","30 - 34","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","Does not have parental responsibility","30 - 34","England","Male","All","Not main scheme application","360","255","0.7020000000000001","60"
"2023","Does not have parental responsibility","30 - 34","Scotland","Male","All","Not main scheme application","40","25","0.5710000000000001","5"
"2023","Does not have parental responsibility","30 - 34","Wales","Male","All","Not main scheme application","25","20","0.75","5"
"2023","Has parental responsibility","30 - 34","England","Male","All","Not main scheme application","160","105","0.673","35"
"2023","Has parental responsibility","30 - 34","Scotland","Male","All","Not main scheme application","15","10","0.6880000000000001","5"
"2023","Has parental responsibility","30 - 34","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","35 and over","England","Male","All","Not main scheme application","7515","7080","0.9420000000000001","15"
"2023","Not declared","35 and over","Scotland","Male","All","Not main scheme application","90","90","0.978","0"
"2023","Not declared","35 and over","Wales","Male","All","Not main scheme application","50","50","0.962","0"
"2023","Does not have parental responsibility","35 and over","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","Does not have parental responsibility","35 and over","England","Male","All","Not main scheme application","495","380","0.762","95"
"2023","Does not have parental responsibility","35 and over","Scotland","Male","All","Not main scheme application","60","45","0.729","15"
"2023","Does not have parental responsibility","35 and over","Wales","Male","All","Not main scheme application","30","25","0.781","5"
"2023","Has parental responsibility","35 and over","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","Has parental responsibility","35 and over","England","Male","All","Not main scheme application","700","430","0.614","155"
"2023","Has parental responsibility","35 and over","Scotland","Male","All","Not main scheme application","55","40","0.727","20"
"2023","Has parental responsibility","35 and over","Wales","Male","All","Not main scheme application","25","15","0.739","5"
"2023","Not declared","17 and under","England","Female","All","Main scheme application","25","15","0.52","0"
"2023","Not declared","17 and under","Scotland","Female","All","Main scheme application","5","5"," ","0"
"2023","Does not have parental responsibility","17 and under","Northern Ireland","Female","All","Main scheme application","20","10","0.526","0"
"2023","Does not have parental responsibility","17 and under","England","Female","All","Main scheme application","585","330","0.5680000000000001","0"
"2023","Does not have parental responsibility","17 and under","Scotland","Female","All","Main scheme application","560","355","0.628","0"
"2023","Does not have parental responsibility","17 and under","Wales","Female","All","Main scheme application","20","15","0.591","0"
"2023","Has parental responsibility","17 and under","England","Female","All","Main scheme application","5","0"," ","0"
"2023","Not declared","18","Northern Ireland","Female","All","Main scheme application","85","60","0.735","0"
"2023","Not declared","18","England","Female","All","Main scheme application","1385","1000","0.722","0"
"2023","Not declared","18","Scotland","Female","All","Main scheme application","90","75","0.833","0"
"2023","Not declared","18","Wales","Female","All","Main scheme application","45","30","0.6960000000000001","0"
"2023","Does not have parental responsibility","18","Northern Ireland","Female","All","Main scheme application","6785","4585","0.676","0"
"2023","Does not have parental responsibility","18","England","Female","All","Main scheme application","151240","107765","0.713","0"
"2023","Does not have parental responsibility","18","Scotland","Female","All","Main scheme application","11255","9020","0.802","0"
"2023","Does not have parental responsibility","18","Wales","Female","All","Main scheme application","6980","5415","0.776","0"
"2023","Has parental responsibility","18","Northern Ireland","Female","All","Main scheme application","20","10"," ","0"
"2023","Has parental responsibility","18","England","Female","All","Main scheme application","420","260","0.613","0"
"2023","Has parental responsibility","18","Scotland","Female","All","Main scheme application","35","15","0.515","0"
"2023","Has parental responsibility","18","Wales","Female","All","Main scheme application","10","10"," ","0"
"2023","Not declared","19","Northern Ireland","Female","All","Main scheme application","25","15","0.5650000000000001","0"
"2023","Not declared","19","England","Female","All","Main scheme application","600","395","0.662","0"
"2023","Not declared","19","Scotland","Female","All","Main scheme application","30","20","0.714","0"
"2023","Not declared","19","Wales","Female","All","Main scheme application","15","10","0.733","0"
"2023","Does not have parental responsibility","19","Northern Ireland","Female","All","Main scheme application","1320","880","0.666","0"
"2023","Does not have parental responsibility","19","England","Female","All","Main scheme application","39400","28285","0.718","0"
"2023","Does not have parental responsibility","19","Scotland","Female","All","Main scheme application","3345","2465","0.737","0"
"2023","Does not have parental responsibility","19","Wales","Female","All","Main scheme application","1890","1430","0.756","0"
"2023","Has parental responsibility","19","Northern Ireland","Female","All","Main scheme application","5","5"," ","0"
"2023","Has parental responsibility","19","England","Female","All","Main scheme application","210","135","0.633","0"
"2023","Has parental responsibility","19","Scotland","Female","All","Main scheme application","15","5"," ","0"
"2023","Has parental responsibility","19","Wales","Female","All","Main scheme application","10","5"," ","0"
"2023","Not declared","20","Northern Ireland","Female","All","Main scheme application","5","0"," ","0"
"2023","Not declared","20","England","Female","All","Main scheme application","240","155","0.646","0"
"2023","Not declared","20","Scotland","Female","All","Main scheme application","20","15","0.75","0"
"2023","Not declared","20","Wales","Female","All","Main scheme application","5","5"," ","0"
"2023","Does not have parental responsibility","20","Northern Ireland","Female","All","Main scheme application","520","320","0.612","0"
"2023","Does not have parental responsibility","20","England","Female","All","Main scheme application","12905","8440","0.654","0"
"2023","Does not have parental responsibility","20","Scotland","Female","All","Main scheme application","1765","1205","0.682","0"
"2023","Does not have parental responsibility","20","Wales","Female","All","Main scheme application","675","450","0.666","0"
"2023","Has parental responsibility","20","Northern Ireland","Female","All","Main scheme application","10","5"," ","0"
"2023","Has parental responsibility","20","England","Female","All","Main scheme application","230","145","0.633","0"
"2023","Has parental responsibility","20","Scotland","Female","All","Main scheme application","10","5"," ","0"
"2023","Has parental responsibility","20","Wales","Female","All","Main scheme application","15","10","0.733","0"
"2023","Not declared","21 - 24","Northern Ireland","Female","All","Main scheme application","15","5"," ","0"
"2023","Not declared","21 - 24","England","Female","All","Main scheme application","500","250","0.501","0"
"2023","Not declared","21 - 24","Scotland","Female","All","Main scheme application","50","30","0.558","0"
"2023","Not declared","21 - 24","Wales","Female","All","Main scheme application","20","10","0.5710000000000001","0"
"2023","Does not have parental responsibility","21 - 24","Northern Ireland","Female","All","Main scheme application","780","405","0.522","0"
"2023","Does not have parental responsibility","21 - 24","England","Female","All","Main scheme application","16925","9310","0.55","0"
"2023","Does not have parental responsibility","21 - 24","Scotland","Female","All","Main scheme application","3890","2445","0.628","0"
"2023","Does not have parental responsibility","21 - 24","Wales","Female","All","Main scheme application","1400","905","0.645","0"
"2023","Has parental responsibility","21 - 24","Northern Ireland","Female","All","Main scheme application","60","30","0.517","0"
"2023","Has parental responsibility","21 - 24","England","Female","All","Main scheme application","1200","675","0.5630000000000001","0"
"2023","Has parental responsibility","21 - 24","Scotland","Female","All","Main scheme application","145","80","0.538","0"
"2023","Has parental responsibility","21 - 24","Wales","Female","All","Main scheme application","105","45","0.456","0"
"2023","Not declared","25 - 29","Northern Ireland","Female","All","Main scheme application","5","0"," ","0"
"2023","Not declared","25 - 29","England","Female","All","Main scheme application","350","190","0.552","0"
"2023","Not declared","25 - 29","Scotland","Female","All","Main scheme application","20","15","0.722","0"
"2023","Not declared","25 - 29","Wales","Female","All","Main scheme application","10","5"," ","0"
"2023","Does not have parental responsibility","25 - 29","Northern Ireland","Female","All","Main scheme application","220","105","0.464","0"
"2023","Does not have parental responsibility","25 - 29","England","Female","All","Main scheme application","5625","2960","0.526","0"
"2023","Does not have parental responsibility","25 - 29","Scotland","Female","All","Main scheme application","1630","995","0.61","0"
"2023","Does not have parental responsibility","25 - 29","Wales","Female","All","Main scheme application","475","270","0.5670000000000001","0"
"2023","Has parental responsibility","25 - 29","Northern Ireland","Female","All","Main scheme application","115","55","0.461","0"
"2023","Has parental responsibility","25 - 29","England","Female","All","Main scheme application","2850","1680","0.589","0"
"2023","Has parental responsibility","25 - 29","Scotland","Female","All","Main scheme application","545","350","0.638","0"
"2023","Has parental responsibility","25 - 29","Wales","Female","All","Main scheme application","250","155","0.607","0"
"2023","Not declared","30 - 34","Northern Ireland","Female","All","Main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","England","Female","All","Main scheme application","280","165","0.578","0"
"2023","Not declared","30 - 34","Scotland","Female","All","Main scheme application","10","0"," ","0"
"2023","Does not have parental responsibility","30 - 34","Northern Ireland","Female","All","Main scheme application","60","25","0.448","0"
"2023","Does not have parental responsibility","30 - 34","England","Female","All","Main scheme application","2040","1065","0.522","0"
"2023","Does not have parental responsibility","30 - 34","Scotland","Female","All","Main scheme application","555","365","0.662","0"
"2023","Does not have parental responsibility","30 - 34","Wales","Female","All","Main scheme application","155","90","0.588","0"
"2023","Has parental responsibility","30 - 34","Northern Ireland","Female","All","Main scheme application","160","80","0.494","0"
"2023","Has parental responsibility","30 - 34","England","Female","All","Main scheme application","4015","2350","0.585","0"
"2023","Has parental responsibility","30 - 34","Scotland","Female","All","Main scheme application","790","520","0.654","0"
"2023","Has parental responsibility","30 - 34","Wales","Female","All","Main scheme application","320","200","0.631","0"
"2023","Not declared","35 and over","Northern Ireland","Female","All","Main scheme application","5","0"," ","0"
"2023","Not declared","35 and over","England","Female","All","Main scheme application","905","570","0.63","0"
"2023","Not declared","35 and over","Scotland","Female","All","Main scheme application","25","15","0.542","0"
"2023","Not declared","35 and over","Wales","Female","All","Main scheme application","10","5"," ","0"
"2023","Does not have parental responsibility","35 and over","Northern Ireland","Female","All","Main scheme application","45","25","0.5680000000000001","0"
"2023","Does not have parental responsibility","35 and over","England","Female","All","Main scheme application","2895","1515","0.523","0"
"2023","Does not have parental responsibility","35 and over","Scotland","Female","All","Main scheme application","515","320","0.621","0"
"2023","Does not have parental responsibility","35 and over","Wales","Female","All","Main scheme application","110","65","0.577","0"
"2023","Has parental responsibility","35 and over","Northern Ireland","Female","All","Main scheme application","270","125","0.46900000000000003","0"
"2023","Has parental responsibility","35 and over","England","Female","All","Main scheme application","10595","6125","0.578","0"
"2023","Has parental responsibility","35 and over","Scotland","Female","All","Main scheme application","1905","1215","0.638","0"
"2023","Has parental responsibility","35 and over","Wales","Female","All","Main scheme application","590","350","0.595","0"
"2023","Not declared","17 and under","England","Male","All","Main scheme application","25","10","0.40700000000000003","0"
"2023","Not declared","17 and under","Scotland","Male","All","Main scheme application","5","5"," ","0"
"2023","Does not have parental responsibility","17 and under","Northern Ireland","Male","All","Main scheme application","15","10"," ","0"
"2023","Does not have parental responsibility","17 and under","England","Male","All","Main scheme application","475","265","0.558","0"
"2023","Does not have parental responsibility","17 and under","Scotland","Male","All","Main scheme application","385","225","0.587","0"
"2023","Does not have parental responsibility","17 and under","Wales","Male","All","Main scheme application","20","10","0.611","0"
"2023","Not declared","18","Northern Ireland","Male","All","Main scheme application","60","35","0.627","0"
"2023","Not declared","18","England","Male","All","Main scheme application","1680","1135","0.675","0"
"2023","Not declared","18","Scotland","Male","All","Main scheme application","90","65","0.75","0"
"2023","Not declared","18","Wales","Male","All","Main scheme application","30","20","0.6900000000000001","0"
"2023","Does not have parental responsibility","18","Northern Ireland","Male","All","Main scheme application","4900","3275","0.668","0"
"2023","Does not have parental responsibility","18","England","Male","All","Main scheme application","121340","83975","0.6920000000000001","0"
"2023","Does not have parental responsibility","18","Scotland","Male","All","Main scheme application","7835","6295","0.803","0"
"2023","Does not have parental responsibility","18","Wales","Male","All","Main scheme application","4915","3765","0.767","0"
"2023","Has parental responsibility","18","Northern Ireland","Male","All","Main scheme application","15","10"," ","0"
"2023","Has parental responsibility","18","England","Male","All","Main scheme application","360","225","0.623","0"
"2023","Has parental responsibility","18","Scotland","Male","All","Main scheme application","20","10","0.667","0"
"2023","Has parental responsibility","18","Wales","Male","All","Main scheme application","10","5"," ","0"
"2023","Not declared","19","Northern Ireland","Male","All","Main scheme application","15","10","0.8","0"
"2023","Not declared","19","England","Male","All","Main scheme application","660","445","0.679","0"
"2023","Not declared","19","Scotland","Male","All","Main scheme application","35","30","0.912","0"
"2023","Not declared","19","Wales","Male","All","Main scheme application","25","15","0.739","0"
"2023","Does not have parental responsibility","19","Northern Ireland","Male","All","Main scheme application","805","530","0.656","0"
"2023","Does not have parental responsibility","19","England","Male","All","Main scheme application","29580","21205","0.717","0"
"2023","Does not have parental responsibility","19","Scotland","Male","All","Main scheme application","2420","1820","0.751","0"
"2023","Does not have parental responsibility","19","Wales","Male","All","Main scheme application","1225","960","0.785","0"
"2023","Has parental responsibility","19","Northern Ireland","Male","All","Main scheme application","5","0"," ","0"
"2023","Has parental responsibility","19","England","Male","All","Main scheme application","130","65","0.492","0"
"2023","Has parental responsibility","19","Scotland","Male","All","Main scheme application","5","5"," ","0"
"2023","Has parental responsibility","19","Wales","Male","All","Main scheme application","5","5"," ","0"
"2023","Not declared","20","Northern Ireland","Male","All","Main scheme application","10","10"," ","0"
"2023","Not declared","20","England","Male","All","Main scheme application","285","160","0.5720000000000001","0"
"2023","Not declared","20","Scotland","Male","All","Main scheme application","25","20","0.87","0"
"2023","Not declared","20","Wales","Male","All","Main scheme application","15","15","0.765","0"
"2023","Does not have parental responsibility","20","Northern Ireland","Male","All","Main scheme application","385","245","0.636","0"
"2023","Does not have parental responsibility","20","England","Male","All","Main scheme application","10030","6745","0.673","0"
"2023","Does not have parental responsibility","20","Scotland","Male","All","Main scheme application","1135","815","0.719","0"
"2023","Does not have parental responsibility","20","Wales","Male","All","Main scheme application","485","365","0.753","0"
"2023","Has parental responsibility","20","England","Male","All","Main scheme application","65","45","0.7030000000000001","0"
"2023","Has parental responsibility","20","Scotland","Male","All","Main scheme application","5","5"," ","0"
"2023","Has parental responsibility","20","Wales","Male","All","Main scheme application","5","5"," ","0"
"2023","Not declared","21 - 24","Northern Ireland","Male","All","Main scheme application","15","5"," ","0"
"2023","Not declared","21 - 24","England","Male","All","Main scheme application","480","260","0.537","0"
"2023","Not declared","21 - 24","Scotland","Male","All","Main scheme application","55","30","0.5660000000000001","0"
"2023","Not declared","21 - 24","Wales","Male","All","Main scheme application","20","10","0.611","0"
"2023","Does not have parental responsibility","21 - 24","Northern Ireland","Male","All","Main scheme application","535","335","0.624","0"
"2023","Does not have parental responsibility","21 - 24","England","Male","All","Main scheme application","12065","7320","0.607","0"
"2023","Does not have parental responsibility","21 - 24","Scotland","Male","All","Main scheme application","2280","1515","0.664","0"
"2023","Does not have parental responsibility","21 - 24","Wales","Male","All","Main scheme application","780","540","0.6940000000000001","0"
"2023","Has parental responsibility","21 - 24","Northern Ireland","Male","All","Main scheme application","5","5"," ","0"
"2023","Has parental responsibility","21 - 24","England","Male","All","Main scheme application","195","105","0.549","0"
"2023","Has parental responsibility","21 - 24","Scotland","Male","All","Main scheme application","20","10"," ","0"
"2023","Has parental responsibility","21 - 24","Wales","Male","All","Main scheme application","15","10","0.714","0"
"2023","Not declared","25 - 29","Northern Ireland","Male","All","Main scheme application","5","0"," ","0"
"2023","Not declared","25 - 29","England","Male","All","Main scheme application","300","150","0.508","0"
"2023","Not declared","25 - 29","Scotland","Male","All","Main scheme application","30","15","0.536","0"
"2023","Not declared","25 - 29","Wales","Male","All","Main scheme application","5","5"," ","0"
"2023","Does not have parental responsibility","25 - 29","Northern Ireland","Male","All","Main scheme application","155","65","0.401","0"
"2023","Does not have parental responsibility","25 - 29","England","Male","All","Main scheme application","3930","2270","0.577","0"
"2023","Does not have parental responsibility","25 - 29","Scotland","Male","All","Main scheme application","1095","660","0.605","0"
"2023","Does not have parental responsibility","25 - 29","Wales","Male","All","Main scheme application","295","185","0.632","0"
"2023","Has parental responsibility","25 - 29","Northern Ireland","Male","All","Main scheme application","10","5"," ","0"
"2023","Has parental responsibility","25 - 29","England","Male","All","Main scheme application","415","210","0.501","0"
"2023","Has parental responsibility","25 - 29","Scotland","Male","All","Main scheme application","60","40","0.667","0"
"2023","Has parental responsibility","25 - 29","Wales","Male","All","Main scheme application","20","10"," ","0"
"2023","Not declared","30 - 34","England","Male","All","Main scheme application","325","190","0.59","0"
"2023","Not declared","30 - 34","Scotland","Male","All","Main scheme application","20","10","0.667","0"
"2023","Does not have parental responsibility","30 - 34","Northern Ireland","Male","All","Main scheme application","55","25","0.47200000000000003","0"
"2023","Does not have parental responsibility","30 - 34","England","Male","All","Main scheme application","1650","905","0.548","0"
"2023","Does not have parental responsibility","30 - 34","Scotland","Male","All","Main scheme application","480","295","0.615","0"
"2023","Does not have parental responsibility","30 - 34","Wales","Male","All","Main scheme application","110","70","0.622","0"
"2023","Has parental responsibility","30 - 34","Northern Ireland","Male","All","Main scheme application","15","5"," ","0"
"2023","Has parental responsibility","30 - 34","England","Male","All","Main scheme application","660","340","0.513","0"
"2023","Has parental responsibility","30 - 34","Scotland","Male","All","Main scheme application","130","75","0.58","0"
"2023","Has parental responsibility","30 - 34","Wales","Male","All","Main scheme application","35","20","0.514","0"
"2023","Not declared","35 and over","Northern Ireland","Male","All","Main scheme application","5","0"," ","0"
"2023","Not declared","35 and over","England","Male","All","Main scheme application","790","475","0.6","0"
"2023","Not declared","35 and over","Scotland","Male","All","Main scheme application","10","5"," ","0"
"2023","Not declared","35 and over","Wales","Male","All","Main scheme application","5","0"," ","0"
"2023","Does not have parental responsibility","35 and over","Northern Ireland","Male","All","Main scheme application","45","25","0.578","0"
"2023","Does not have parental responsibility","35 and over","England","Male","All","Main scheme application","2420","1255","0.518","0"
"2023","Does not have parental responsibility","35 and over","Scotland","Male","All","Main scheme application","365","210","0.5690000000000001","0"
"2023","Does not have parental responsibility","35 and over","Wales","Male","All","Main scheme application","80","40","0.47600000000000003","0"
"2023","Has parental responsibility","35 and over","Northern Ireland","Male","All","Main scheme application","55","25","0.464","0"
"2023","Has parental responsibility","35 and over","England","Male","All","Main scheme application","3205","1665","0.52","0"
"2023","Has parental responsibility","35 and over","Scotland","Male","All","Main scheme application","430","255","0.594","0"
"2023","Has parental responsibility","35 and over","Wales","Male","All","Main scheme application","115","65","0.5730000000000001","0"
"2023","All","17 and under","England","Female","All","Not main scheme application","175","135","0.766","20"
"2023","All","17 and under","Scotland","Female","All","Not main scheme application","210","190","0.914","5"
"2023","All","17 and under","Wales","Female","All","Not main scheme application","10","5"," ","0"
"2023","All","18","Northern Ireland","Female","All","Not main scheme application","705","580","0.8230000000000001","5"
"2023","All","18","England","Female","All","Not main scheme application","24415","22475","0.92","130"
"2023","All","18","Scotland","Female","All","Not main scheme application","835","695","0.8310000000000001","15"
"2023","All","18","Wales","Female","All","Not main scheme application","790","725","0.918","5"
"2023","All","19","Northern Ireland","Female","All","Not main scheme application","235","195","0.8260000000000001","5"
"2023","All","19","England","Female","All","Not main scheme application","9015","8075","0.896","205"
"2023","All","19","Scotland","Female","All","Not main scheme application","440","365","0.8310000000000001","25"
"2023","All","19","Wales","Female","All","Not main scheme application","370","330","0.899","15"
"2023","All","20","Northern Ireland","Female","All","Not main scheme application","90","75","0.8220000000000001","5"
"2023","All","20","England","Female","All","Not main scheme application","4240","3740","0.883","165"
"2023","All","20","Scotland","Female","All","Not main scheme application","280","235","0.842","20"
"2023","All","20","Wales","Female","All","Not main scheme application","200","175","0.879","15"
"2023","All","21 - 24","Northern Ireland","Female","All","Not main scheme application","120","80","0.686","10"
"2023","All","21 - 24","England","Female","All","Not main scheme application","7695","6555","0.852","385"
"2023","All","21 - 24","Scotland","Female","All","Not main scheme application","620","485","0.784","60"
"2023","All","21 - 24","Wales","Female","All","Not main scheme application","320","275","0.86","20"
"2023","All","25 - 29","Northern Ireland","Female","All","Not main scheme application","50","35","0.6940000000000001","5"
"2023","All","25 - 29","England","Female","All","Not main scheme application","5095","4495","0.882","205"
"2023","All","25 - 29","Scotland","Female","All","Not main scheme application","310","250","0.81","35"
"2023","All","25 - 29","Wales","Female","All","Not main scheme application","190","155","0.8210000000000001","15"
"2023","All","30 - 34","Northern Ireland","Female","All","Not main scheme application","30","25","0.8130000000000001","0"
"2023","All","30 - 34","England","Female","All","Not main scheme application","4450","3930","0.884","155"
"2023","All","30 - 34","Scotland","Female","All","Not main scheme application","230","180","0.78","15"
"2023","All","30 - 34","Wales","Female","All","Not main scheme application","120","110","0.893","20"
"2023","All","35 and over","Northern Ireland","Female","All","Not main scheme application","45","40","0.872","5"
"2023","All","35 and over","England","Female","All","Not main scheme application","10620","9400","0.885","595"
"2023","All","35 and over","Scotland","Female","All","Not main scheme application","525","425","0.805","75"
"2023","All","35 and over","Wales","Female","All","Not main scheme application","260","230","0.881","20"
"2023","All","17 and under","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","All","17 and under","England","Male","All","Not main scheme application","160","125","0.794","5"
"2023","All","17 and under","Scotland","Male","All","Not main scheme application","145","140","0.9390000000000001","5"
"2023","All","17 and under","Wales","Male","All","Not main scheme application","10","5"," ","0"
"2023","All","18","Northern Ireland","Male","All","Not main scheme application","355","305","0.862","5"
"2023","All","18","England","Male","All","Not main scheme application","20265","18800","0.928","150"
"2023","All","18","Scotland","Male","All","Not main scheme application","635","580","0.91","15"
"2023","All","18","Wales","Male","All","Not main scheme application","565","515","0.912","10"
