"Year","Provider country","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2013","Wales","35 and over","Scotland","Female","5","0"," "
"2014","Wales","35 and over","Scotland","Female","10","0"," "
"2015","Wales","35 and over","Scotland","Female","5","0"," "
"2016","Wales","35 and over","Scotland","Female","5","5"," "
"2018","Wales","35 and over","Scotland","Female","5","5"," "
"2021","Wales","35 and over","Scotland","Female","10","0"," "
"2022","Wales","35 and over","Scotland","Female","5","0"," "
"2023","Wales","35 and over","Scotland","Female","10","5"," "
"2006","England","17 and under","Wales","Female","145","90","0.628"
"2007","England","17 and under","Wales","Female","120","70","0.5750000000000001"
"2008","England","17 and under","Wales","Female","95","65","0.6950000000000001"
"2009","England","17 and under","Wales","Female","80","50","0.613"
"2010","England","17 and under","Wales","Female","80","55","0.675"
"2011","England","17 and under","Wales","Female","75","45","0.613"
"2012","England","17 and under","Wales","Female","35","25","0.686"
"2013","England","17 and under","Wales","Female","70","50","0.729"
"2014","England","17 and under","Wales","Female","50","45","0.86"
"2015","England","17 and under","Wales","Female","65","45","0.662"
"2016","England","17 and under","Wales","Female","45","25","0.6"
"2017","England","17 and under","Wales","Female","35","25","0.686"
"2018","England","17 and under","Wales","Female","65","50","0.754"
"2019","England","17 and under","Wales","Female","45","40","0.867"
"2020","England","17 and under","Wales","Female","55","40","0.727"
"2021","England","17 and under","Wales","Female","40","25","0.675"
"2022","England","17 and under","Wales","Female","60","30","0.517"
"2023","England","17 and under","Wales","Female","75","35","0.467"
"2006","Scotland","17 and under","Wales","Female","20","15","0.65"
"2007","Scotland","17 and under","Wales","Female","5","0"," "
"2008","Scotland","17 and under","Wales","Female","5","0"," "
"2009","Scotland","17 and under","Wales","Female","5","5"," "
"2010","Scotland","17 and under","Wales","Female","5","0"," "
"2012","Scotland","17 and under","Wales","Female","5","0"," "
"2013","Scotland","17 and under","Wales","Female","5","5"," "
"2014","Scotland","17 and under","Wales","Female","5","5"," "
"2015","Scotland","17 and under","Wales","Female","5","5"," "
"2016","Scotland","17 and under","Wales","Female","5","0"," "
"2017","Scotland","17 and under","Wales","Female","5","0"," "
"2020","Scotland","17 and under","Wales","Female","5","0"," "
"2021","Scotland","17 and under","Wales","Female","5","0"," "
"2022","Scotland","17 and under","Wales","Female","10","5"," "
"2023","Scotland","17 and under","Wales","Female","5","5"," "
"2006","Wales","17 and under","Wales","Female","40","30","0.775"
"2007","Wales","17 and under","Wales","Female","45","35","0.733"
"2008","Wales","17 and under","Wales","Female","50","40","0.8200000000000001"
"2009","Wales","17 and under","Wales","Female","25","20","0.84"
"2010","Wales","17 and under","Wales","Female","45","25","0.578"
"2011","Wales","17 and under","Wales","Female","50","35","0.68"
"2012","Wales","17 and under","Wales","Female","20","15","0.7000000000000001"
"2013","Wales","17 and under","Wales","Female","25","15","0.68"
"2014","Wales","17 and under","Wales","Female","10","10"," "
"2015","Wales","17 and under","Wales","Female","10","10"," "
"2016","Wales","17 and under","Wales","Female","10","5"," "
"2017","Wales","17 and under","Wales","Female","10","10"," "
"2018","Wales","17 and under","Wales","Female","10","10"," "
"2019","Wales","17 and under","Wales","Female","25","25","0.96"
"2020","Wales","17 and under","Wales","Female","15","10","0.667"
"2021","Wales","17 and under","Wales","Female","10","5"," "
"2022","Wales","17 and under","Wales","Female","10","5"," "
"2023","Wales","17 and under","Wales","Female","15","15","0.933"
"2016","Overseas","18","Wales","Female","5","0"," "
"2006","England","18","Wales","Female","16910","11190","0.662"
"2007","England","18","Wales","Female","15665","10245","0.654"
"2008","England","18","Wales","Female","13350","9075","0.68"
"2009","England","18","Wales","Female","14035","9155","0.652"
"2010","England","18","Wales","Female","15870","10240","0.645"
"2011","England","18","Wales","Female","15945","9930","0.623"
"2012","England","18","Wales","Female","17215","11435","0.664"
"2013","England","18","Wales","Female","16865","11685","0.6930000000000001"
"2014","England","18","Wales","Female","18215","12910","0.709"
"2015","England","18","Wales","Female","19885","14460","0.727"
"2016","England","18","Wales","Female","20100","14820","0.737"
"2017","England","18","Wales","Female","19075","14400","0.755"
"2018","England","18","Wales","Female","18670","14225","0.762"
"2019","England","18","Wales","Female","18460","14170","0.768"
"2020","England","18","Wales","Female","18060","13805","0.764"
"2021","England","18","Wales","Female","21690","16200","0.747"
"2022","England","18","Wales","Female","23410","16350","0.6980000000000001"
"2023","England","18","Wales","Female","20795","15305","0.736"
"2006","Northern Ireland","18","Wales","Female","30","20","0.667"
"2007","Northern Ireland","18","Wales","Female","40","30","0.775"
"2008","Northern Ireland","18","Wales","Female","30","30","0.967"
"2009","Northern Ireland","18","Wales","Female","35","35","0.9430000000000001"
"2010","Northern Ireland","18","Wales","Female","20","20","0.9"
"2011","Northern Ireland","18","Wales","Female","25","20","0.76"
"2012","Northern Ireland","18","Wales","Female","35","30","0.886"
"2013","Northern Ireland","18","Wales","Female","30","25","0.833"
"2014","Northern Ireland","18","Wales","Female","25","20","0.76"
"2015","Northern Ireland","18","Wales","Female","35","25","0.714"
"2016","Northern Ireland","18","Wales","Female","35","25","0.657"
"2017","Northern Ireland","18","Wales","Female","50","45","0.86"
"2018","Northern Ireland","18","Wales","Female","50","40","0.84"
"2019","Northern Ireland","18","Wales","Female","55","40","0.745"
"2020","Northern Ireland","18","Wales","Female","45","35","0.733"
"2021","Northern Ireland","18","Wales","Female","90","65","0.722"
"2022","Northern Ireland","18","Wales","Female","105","60","0.59"
"2023","Northern Ireland","18","Wales","Female","100","55","0.5700000000000001"
"2006","Scotland","18","Wales","Female","495","255","0.519"
"2007","Scotland","18","Wales","Female","440","190","0.436"
"2008","Scotland","18","Wales","Female","430","200","0.47000000000000003"
"2009","Scotland","18","Wales","Female","420","205","0.488"
"2010","Scotland","18","Wales","Female","405","170","0.417"
"2011","Scotland","18","Wales","Female","340","135","0.4"
"2012","Scotland","18","Wales","Female","400","240","0.595"
"2013","Scotland","18","Wales","Female","325","170","0.526"
"2014","Scotland","18","Wales","Female","355","200","0.5690000000000001"
"2015","Scotland","18","Wales","Female","350","235","0.666"
"2016","Scotland","18","Wales","Female","360","235","0.647"
"2017","Scotland","18","Wales","Female","435","315","0.729"
"2018","Scotland","18","Wales","Female","445","275","0.618"
"2019","Scotland","18","Wales","Female","505","310","0.612"
"2020","Scotland","18","Wales","Female","465","285","0.609"
"2021","Scotland","18","Wales","Female","740","355","0.481"
"2022","Scotland","18","Wales","Female","860","345","0.403"
"2023","Scotland","18","Wales","Female","665","295","0.442"
"2006","Wales","18","Wales","Female","15815","11320","0.716"
"2007","Wales","18","Wales","Female","15750","11670","0.741"
"2008","Wales","18","Wales","Female","14890","11290","0.758"
"2009","Wales","18","Wales","Female","15710","12190","0.776"
"2010","Wales","18","Wales","Female","14395","10690","0.743"
"2011","Wales","18","Wales","Female","13910","9950","0.715"
"2012","Wales","18","Wales","Female","12830","9510","0.741"
"2013","Wales","18","Wales","Female","12020","9235","0.768"
"2014","Wales","18","Wales","Female","11595","9220","0.795"
"2015","Wales","18","Wales","Female","11660","9355","0.802"
"2016","Wales","18","Wales","Female","11665","9485","0.8130000000000001"
"2017","Wales","18","Wales","Female","11390","9485","0.833"
"2018","Wales","18","Wales","Female","10915","9190","0.842"
"2019","Wales","18","Wales","Female","10540","8955","0.849"
"2020","Wales","18","Wales","Female","11250","9545","0.849"
"2021","Wales","18","Wales","Female","12690","10560","0.8320000000000001"
"2022","Wales","18","Wales","Female","11980","9745","0.8140000000000001"
"2023","Wales","18","Wales","Female","11950","10255","0.858"
"2006","England","19","Wales","Female","3450","1885","0.547"
"2007","England","19","Wales","Female","3810","2065","0.543"
"2008","England","19","Wales","Female","3600","2055","0.5710000000000001"
"2009","England","19","Wales","Female","3620","1980","0.547"
"2010","England","19","Wales","Female","4600","2285","0.497"
"2011","England","19","Wales","Female","5240","2650","0.506"
"2012","England","19","Wales","Female","5395","2930","0.543"
"2013","England","19","Wales","Female","5605","3360","0.6"
"2014","England","19","Wales","Female","5965","3465","0.581"
"2015","England","19","Wales","Female","5805","3495","0.602"
"2016","England","19","Wales","Female","6065","3770","0.622"
"2017","England","19","Wales","Female","5500","3500","0.636"
"2018","England","19","Wales","Female","5350","3555","0.665"
"2019","England","19","Wales","Female","5400","3530","0.654"
"2020","England","19","Wales","Female","5255","3535","0.673"
"2021","England","19","Wales","Female","5755","3820","0.664"
"2022","England","19","Wales","Female","5475","3280","0.599"
"2023","England","19","Wales","Female","5090","3105","0.61"
"2006","Northern Ireland","19","Wales","Female","5","0"," "
"2007","Northern Ireland","19","Wales","Female","5","0"," "
"2008","Northern Ireland","19","Wales","Female","10","5"," "
"2009","Northern Ireland","19","Wales","Female","10","5"," "
"2010","Northern Ireland","19","Wales","Female","5","5"," "
"2011","Northern Ireland","19","Wales","Female","5","5"," "
"2012","Northern Ireland","19","Wales","Female","10","10"," "
"2013","Northern Ireland","19","Wales","Female","10","0"," "
"2014","Northern Ireland","19","Wales","Female","10","10"," "
"2015","Northern Ireland","19","Wales","Female","10","5"," "
"2016","Northern Ireland","19","Wales","Female","5","5"," "
"2017","Northern Ireland","19","Wales","Female","15","10","0.667"
"2018","Northern Ireland","19","Wales","Female","15","10"," "
"2019","Northern Ireland","19","Wales","Female","10","5"," "
"2020","Northern Ireland","19","Wales","Female","20","10","0.6"
"2021","Northern Ireland","19","Wales","Female","10","5"," "
"2022","Northern Ireland","19","Wales","Female","15","5"," "
"2023","Northern Ireland","19","Wales","Female","20","10","0.55"
"2006","Scotland","19","Wales","Female","85","30","0.341"
"2007","Scotland","19","Wales","Female","110","45","0.40900000000000003"
"2008","Scotland","19","Wales","Female","95","40","0.432"
"2009","Scotland","19","Wales","Female","100","45","0.44"
"2010","Scotland","19","Wales","Female","130","40","0.308"
"2011","Scotland","19","Wales","Female","110","30","0.273"
"2012","Scotland","19","Wales","Female","110","45","0.40900000000000003"
"2013","Scotland","19","Wales","Female","135","40","0.304"
"2014","Scotland","19","Wales","Female","120","45","0.383"
"2015","Scotland","19","Wales","Female","105","40","0.4"
"2016","Scotland","19","Wales","Female","120","50","0.417"
"2017","Scotland","19","Wales","Female","130","50","0.385"
"2018","Scotland","19","Wales","Female","135","70","0.511"
"2019","Scotland","19","Wales","Female","115","55","0.496"
"2020","Scotland","19","Wales","Female","145","85","0.579"
"2021","Scotland","19","Wales","Female","165","70","0.41200000000000003"
"2022","Scotland","19","Wales","Female","185","70","0.378"
"2023","Scotland","19","Wales","Female","150","65","0.427"
"2006","Wales","19","Wales","Female","3410","2010","0.59"
"2007","Wales","19","Wales","Female","3655","2250","0.615"
"2008","Wales","19","Wales","Female","3730","2325","0.624"
"2009","Wales","19","Wales","Female","3970","2505","0.631"
"2010","Wales","19","Wales","Female","4290","2545","0.593"
"2011","Wales","19","Wales","Female","4685","2600","0.555"
"2012","Wales","19","Wales","Female","4255","2540","0.597"
"2013","Wales","19","Wales","Female","4025","2615","0.649"
"2014","Wales","19","Wales","Female","3930","2780","0.707"
"2015","Wales","19","Wales","Female","3815","2680","0.7020000000000001"
"2016","Wales","19","Wales","Female","3865","2745","0.71"
"2017","Wales","19","Wales","Female","3645","2635","0.723"
"2018","Wales","19","Wales","Female","3720","2815","0.756"
"2019","Wales","19","Wales","Female","3610","2630","0.729"
"2020","Wales","19","Wales","Female","3490","2715","0.777"
"2021","Wales","19","Wales","Female","3435","2575","0.75"
"2022","Wales","19","Wales","Female","3095","2200","0.711"
"2023","Wales","19","Wales","Female","2995","2265","0.756"
"2006","England","20","Wales","Female","940","470","0.499"
"2007","England","20","Wales","Female","995","510","0.513"
"2008","England","20","Wales","Female","1165","625","0.535"
"2009","England","20","Wales","Female","1170","565","0.482"
"2010","England","20","Wales","Female","1320","530","0.403"
"2011","England","20","Wales","Female","1655","665","0.401"
"2012","England","20","Wales","Female","1585","695","0.437"
"2013","England","20","Wales","Female","1565","755","0.484"
"2014","England","20","Wales","Female","1650","825","0.501"
"2015","England","20","Wales","Female","1825","900","0.492"
"2016","England","20","Wales","Female","1735","910","0.524"
"2017","England","20","Wales","Female","1730","940","0.543"
"2018","England","20","Wales","Female","1580","900","0.5680000000000001"
"2019","England","20","Wales","Female","1470","790","0.536"
"2020","England","20","Wales","Female","1395","785","0.5630000000000001"
"2021","England","20","Wales","Female","1610","905","0.561"
"2022","England","20","Wales","Female","1645","900","0.546"
"2023","England","20","Wales","Female","1455","755","0.52"
"2006","Northern Ireland","20","Wales","Female","5","0"," "
"2009","Northern Ireland","20","Wales","Female","5","0"," "
"2011","Northern Ireland","20","Wales","Female","5","5"," "
"2015","Northern Ireland","20","Wales","Female","5","5"," "
"2016","Northern Ireland","20","Wales","Female","5","0"," "
"2017","Northern Ireland","20","Wales","Female","5","0"," "
"2021","Northern Ireland","20","Wales","Female","5","0"," "
"2022","Northern Ireland","20","Wales","Female","10","5"," "
"2023","Northern Ireland","20","Wales","Female","5","5"," "
"2006","Scotland","20","Wales","Female","25","10","0.48"
"2007","Scotland","20","Wales","Female","25","10","0.44"
"2008","Scotland","20","Wales","Female","30","10","0.333"
"2009","Scotland","20","Wales","Female","35","15","0.429"
"2010","Scotland","20","Wales","Female","25","5"," "
"2011","Scotland","20","Wales","Female","35","10","0.343"
"2012","Scotland","20","Wales","Female","40","20","0.45"
"2013","Scotland","20","Wales","Female","35","15","0.4"
"2014","Scotland","20","Wales","Female","35","10","0.314"
"2015","Scotland","20","Wales","Female","30","10"," "
"2016","Scotland","20","Wales","Female","30","15","0.533"
"2017","Scotland","20","Wales","Female","20","10","0.55"
"2018","Scotland","20","Wales","Female","30","10","0.367"
"2019","Scotland","20","Wales","Female","35","15","0.457"
"2020","Scotland","20","Wales","Female","15","10"," "
"2021","Scotland","20","Wales","Female","30","5"," "
"2022","Scotland","20","Wales","Female","45","20","0.422"
"2023","Scotland","20","Wales","Female","45","15","0.289"
"2006","Wales","20","Wales","Female","1140","580","0.507"
"2007","Wales","20","Wales","Female","1185","665","0.562"
"2008","Wales","20","Wales","Female","1355","800","0.59"
"2009","Wales","20","Wales","Female","1460","820","0.5630000000000001"
"2010","Wales","20","Wales","Female","1445","770","0.531"
"2011","Wales","20","Wales","Female","1810","850","0.46900000000000003"
"2012","Wales","20","Wales","Female","1805","870","0.483"
"2013","Wales","20","Wales","Female","1525","870","0.5690000000000001"
"2014","Wales","20","Wales","Female","1470","875","0.595"
"2015","Wales","20","Wales","Female","1500","915","0.609"
"2016","Wales","20","Wales","Female","1520","960","0.632"
"2017","Wales","20","Wales","Female","1505","950","0.631"
"2018","Wales","20","Wales","Female","1345","905","0.673"
"2019","Wales","20","Wales","Female","1315","870","0.66"
"2020","Wales","20","Wales","Female","1170","780","0.667"
"2021","Wales","20","Wales","Female","1420","880","0.621"
"2022","Wales","20","Wales","Female","1225","805","0.657"
"2023","Wales","20","Wales","Female","1220","800","0.657"
"2006","England","21 - 24","Wales","Female","1325","535","0.403"
"2007","England","21 - 24","Wales","Female","1340","490","0.366"
"2008","England","21 - 24","Wales","Female","1550","605","0.391"
"2009","England","21 - 24","Wales","Female","1620","565","0.34900000000000003"
"2010","England","21 - 24","Wales","Female","1965","625","0.319"
"2011","England","21 - 24","Wales","Female","2225","695","0.313"
"2012","England","21 - 24","Wales","Female","2260","730","0.322"
"2013","England","21 - 24","Wales","Female","2370","775","0.327"
"2014","England","21 - 24","Wales","Female","2570","875","0.34"
"2015","England","21 - 24","Wales","Female","2355","750","0.319"
"2016","England","21 - 24","Wales","Female","2555","855","0.334"
"2017","England","21 - 24","Wales","Female","2195","905","0.41300000000000003"
"2018","England","21 - 24","Wales","Female","1830","825","0.451"
"2019","England","21 - 24","Wales","Female","1925","870","0.451"
"2020","England","21 - 24","Wales","Female","2035","930","0.457"
"2021","England","21 - 24","Wales","Female","2245","955","0.426"
"2022","England","21 - 24","Wales","Female","2060","810","0.393"
"2023","England","21 - 24","Wales","Female","1930","760","0.393"
"2006","Northern Ireland","21 - 24","Wales","Female","5","5"," "
"2007","Northern Ireland","21 - 24","Wales","Female","10","5"," "
"2008","Northern Ireland","21 - 24","Wales","Female","5","5"," "
"2010","Northern Ireland","21 - 24","Wales","Female","5","0"," "
"2011","Northern Ireland","21 - 24","Wales","Female","5","0"," "
"2012","Northern Ireland","21 - 24","Wales","Female","5","0"," "
"2013","Northern Ireland","21 - 24","Wales","Female","10","0"," "
"2014","Northern Ireland","21 - 24","Wales","Female","10","0"," "
"2015","Northern Ireland","21 - 24","Wales","Female","10","0"," "
"2016","Northern Ireland","21 - 24","Wales","Female","5","0"," "
"2018","Northern Ireland","21 - 24","Wales","Female","5","5"," "
"2019","Northern Ireland","21 - 24","Wales","Female","5","0"," "
"2020","Northern Ireland","21 - 24","Wales","Female","5","0"," "
"2021","Northern Ireland","21 - 24","Wales","Female","15","5"," "
"2022","Northern Ireland","21 - 24","Wales","Female","25","0"," "
"2023","Northern Ireland","21 - 24","Wales","Female","20","5"," "
"2006","Scotland","21 - 24","Wales","Female","45","15","0.378"
"2007","Scotland","21 - 24","Wales","Female","45","10","0.222"
"2008","Scotland","21 - 24","Wales","Female","35","20","0.543"
"2009","Scotland","21 - 24","Wales","Female","25","10","0.48"
"2010","Scotland","21 - 24","Wales","Female","30","5"," "
"2011","Scotland","21 - 24","Wales","Female","60","20","0.333"
"2012","Scotland","21 - 24","Wales","Female","50","10","0.22"
"2013","Scotland","21 - 24","Wales","Female","50","15","0.26"
"2014","Scotland","21 - 24","Wales","Female","50","5"," "
"2015","Scotland","21 - 24","Wales","Female","40","5"," "
"2016","Scotland","21 - 24","Wales","Female","60","15","0.233"
"2017","Scotland","21 - 24","Wales","Female","45","10"," "
"2018","Scotland","21 - 24","Wales","Female","50","10"," "
"2019","Scotland","21 - 24","Wales","Female","45","15","0.356"
"2020","Scotland","21 - 24","Wales","Female","55","15","0.309"
"2021","Scotland","21 - 24","Wales","Female","55","15","0.23600000000000002"
"2022","Scotland","21 - 24","Wales","Female","65","20","0.277"
"2023","Scotland","21 - 24","Wales","Female","85","25","0.318"
"2006","Wales","21 - 24","Wales","Female","1940","915","0.47200000000000003"
"2007","Wales","21 - 24","Wales","Female","2105","1060","0.504"
"2008","Wales","21 - 24","Wales","Female","2145","1080","0.503"
"2009","Wales","21 - 24","Wales","Female","2620","1285","0.49"
"2010","Wales","21 - 24","Wales","Female","2760","1120","0.40700000000000003"
"2011","Wales","21 - 24","Wales","Female","3125","1165","0.372"
"2012","Wales","21 - 24","Wales","Female","3310","1165","0.352"
"2013","Wales","21 - 24","Wales","Female","3105","1200","0.386"
"2014","Wales","21 - 24","Wales","Female","3035","1390","0.458"
"2015","Wales","21 - 24","Wales","Female","2875","1285","0.447"
"2016","Wales","21 - 24","Wales","Female","2935","1450","0.494"
"2017","Wales","21 - 24","Wales","Female","2560","1490","0.582"
"2018","Wales","21 - 24","Wales","Female","2365","1315","0.557"
"2019","Wales","21 - 24","Wales","Female","2395","1340","0.56"
"2020","Wales","21 - 24","Wales","Female","2480","1365","0.55"
"2021","Wales","21 - 24","Wales","Female","2585","1370","0.53"
"2022","Wales","21 - 24","Wales","Female","3175","1705","0.538"
"2023","Wales","21 - 24","Wales","Female","2855","1560","0.546"
"2006","England","25 - 29","Wales","Female","480","165","0.34400000000000003"
"2007","England","25 - 29","Wales","Female","515","170","0.332"
"2008","England","25 - 29","Wales","Female","465","190","0.406"
"2009","England","25 - 29","Wales","Female","485","175","0.359"
"2010","England","25 - 29","Wales","Female","730","215","0.292"
"2011","England","25 - 29","Wales","Female","815","200","0.248"
"2012","England","25 - 29","Wales","Female","775","220","0.28600000000000003"
"2013","England","25 - 29","Wales","Female","975","265","0.272"
"2014","England","25 - 29","Wales","Female","955","270","0.28400000000000003"
"2015","England","25 - 29","Wales","Female","985","275","0.281"
"2016","England","25 - 29","Wales","Female","845","210","0.247"
"2017","England","25 - 29","Wales","Female","875","280","0.318"
"2018","England","25 - 29","Wales","Female","695","240","0.34700000000000003"
"2019","England","25 - 29","Wales","Female","575","220","0.381"
"2020","England","25 - 29","Wales","Female","710","280","0.397"
"2021","England","25 - 29","Wales","Female","940","355","0.379"
"2022","England","25 - 29","Wales","Female","735","280","0.381"
"2023","England","25 - 29","Wales","Female","610","205","0.334"
"2010","Northern Ireland","25 - 29","Wales","Female","5","0"," "
"2013","Northern Ireland","25 - 29","Wales","Female","5","0"," "
"2017","Northern Ireland","25 - 29","Wales","Female","5","0"," "
"2019","Northern Ireland","25 - 29","Wales","Female","5","0"," "
"2022","Northern Ireland","25 - 29","Wales","Female","5","0"," "
"2023","Northern Ireland","25 - 29","Wales","Female","5","0"," "
"2006","Scotland","25 - 29","Wales","Female","10","5"," "
"2007","Scotland","25 - 29","Wales","Female","10","0"," "
"2008","Scotland","25 - 29","Wales","Female","15","5"," "
"2009","Scotland","25 - 29","Wales","Female","10","0"," "
"2010","Scotland","25 - 29","Wales","Female","35","5"," "
"2011","Scotland","25 - 29","Wales","Female","20","10","0.55"
"2012","Scotland","25 - 29","Wales","Female","10","5"," "
"2013","Scotland","25 - 29","Wales","Female","15","0"," "
"2014","Scotland","25 - 29","Wales","Female","25","5"," "
"2015","Scotland","25 - 29","Wales","Female","25","10"," "
"2016","Scotland","25 - 29","Wales","Female","35","5"," "
"2017","Scotland","25 - 29","Wales","Female","20","0"," "
"2018","Scotland","25 - 29","Wales","Female","15","5"," "
"2019","Scotland","25 - 29","Wales","Female","20","0"," "
"2020","Scotland","25 - 29","Wales","Female","20","5"," "
"2021","Scotland","25 - 29","Wales","Female","30","10"," "
"2022","Scotland","25 - 29","Wales","Female","15","0"," "
"2023","Scotland","25 - 29","Wales","Female","20","5"," "
"2006","Wales","25 - 29","Wales","Female","1100","495","0.448"
"2007","Wales","25 - 29","Wales","Female","1175","555","0.47100000000000003"
"2008","Wales","25 - 29","Wales","Female","1175","600","0.511"
"2009","Wales","25 - 29","Wales","Female","1420","665","0.467"
"2010","Wales","25 - 29","Wales","Female","1700","625","0.368"
"2011","Wales","25 - 29","Wales","Female","2010","665","0.331"
"2012","Wales","25 - 29","Wales","Female","1860","650","0.35100000000000003"
"2013","Wales","25 - 29","Wales","Female","1850","675","0.364"
"2014","Wales","25 - 29","Wales","Female","1940","830","0.427"
"2015","Wales","25 - 29","Wales","Female","1785","845","0.47400000000000003"
"2016","Wales","25 - 29","Wales","Female","1845","865","0.47000000000000003"
"2017","Wales","25 - 29","Wales","Female","1810","920","0.508"
"2018","Wales","25 - 29","Wales","Female","1790","955","0.534"
"2019","Wales","25 - 29","Wales","Female","1720","950","0.553"
"2020","Wales","25 - 29","Wales","Female","1740","970","0.557"
"2021","Wales","25 - 29","Wales","Female","1955","900","0.461"
"2022","Wales","25 - 29","Wales","Female","1930","985","0.509"
"2023","Wales","25 - 29","Wales","Female","1430","765","0.536"
"2006","England","30 - 34","Wales","Female","175","55","0.32"
"2007","England","30 - 34","Wales","Female","175","55","0.314"
"2008","England","30 - 34","Wales","Female","150","55","0.373"
"2009","England","30 - 34","Wales","Female","175","50","0.28600000000000003"
"2010","England","30 - 34","Wales","Female","215","60","0.274"
"2011","England","30 - 34","Wales","Female","310","85","0.271"
"2012","England","30 - 34","Wales","Female","330","100","0.3"
"2013","England","30 - 34","Wales","Female","325","75","0.231"
"2014","England","30 - 34","Wales","Female","365","90","0.247"
"2015","England","30 - 34","Wales","Female","360","100","0.281"
"2016","England","30 - 34","Wales","Female","365","105","0.28200000000000003"
"2017","England","30 - 34","Wales","Female","305","90","0.302"
"2018","England","30 - 34","Wales","Female","240","90","0.383"
"2019","England","30 - 34","Wales","Female","250","95","0.372"
"2020","England","30 - 34","Wales","Female","290","115","0.393"
"2021","England","30 - 34","Wales","Female","330","120","0.367"
"2022","England","30 - 34","Wales","Female","295","90","0.308"
"2023","England","30 - 34","Wales","Female","245","70","0.294"
"2006","Scotland","30 - 34","Wales","Female","5","0"," "
"2007","Scotland","30 - 34","Wales","Female","5","0"," "
"2010","Scotland","30 - 34","Wales","Female","5","0"," "
"2011","Scotland","30 - 34","Wales","Female","5","0"," "
"2012","Scotland","30 - 34","Wales","Female","10","5"," "
"2013","Scotland","30 - 34","Wales","Female","5","0"," "
"2014","Scotland","30 - 34","Wales","Female","5","0"," "
"2015","Scotland","30 - 34","Wales","Female","10","0"," "
"2016","Scotland","30 - 34","Wales","Female","15","0"," "
"2017","Scotland","30 - 34","Wales","Female","5","0"," "
"2018","Scotland","30 - 34","Wales","Female","5","0"," "
"2019","Scotland","30 - 34","Wales","Female","5","0"," "
"2020","Scotland","30 - 34","Wales","Female","5","0"," "
"2021","Scotland","30 - 34","Wales","Female","15","5"," "
"2022","Scotland","30 - 34","Wales","Female","10","0"," "
"2006","Wales","30 - 34","Wales","Female","800","395","0.493"
"2007","Wales","30 - 34","Wales","Female","780","395","0.504"
"2008","Wales","30 - 34","Wales","Female","710","380","0.534"
"2009","Wales","30 - 34","Wales","Female","830","390","0.46900000000000003"
"2010","Wales","30 - 34","Wales","Female","965","365","0.38"
"2011","Wales","30 - 34","Wales","Female","1050","340","0.322"
"2012","Wales","30 - 34","Wales","Female","1050","345","0.327"
"2013","Wales","30 - 34","Wales","Female","985","365","0.37"
"2014","Wales","30 - 34","Wales","Female","1080","485","0.447"
"2015","Wales","30 - 34","Wales","Female","1005","515","0.51"
"2016","Wales","30 - 34","Wales","Female","1070","485","0.454"
"2017","Wales","30 - 34","Wales","Female","975","525","0.536"
"2018","Wales","30 - 34","Wales","Female","1050","580","0.554"
"2019","Wales","30 - 34","Wales","Female","1045","565","0.54"
"2020","Wales","30 - 34","Wales","Female","1170","630","0.538"
"2021","Wales","30 - 34","Wales","Female","1285","625","0.487"
"2022","Wales","30 - 34","Wales","Female","1210","570","0.47300000000000003"
"2023","Wales","30 - 34","Wales","Female","910","480","0.53"
"2006","England","35 and over","Wales","Female","230","85","0.378"
"2007","England","35 and over","Wales","Female","225","80","0.35100000000000003"
"2008","England","35 and over","Wales","Female","150","70","0.467"
"2009","England","35 and over","Wales","Female","225","90","0.40900000000000003"
"2010","England","35 and over","Wales","Female","280","85","0.307"
"2011","England","35 and over","Wales","Female","325","85","0.265"
"2012","England","35 and over","Wales","Female","405","105","0.264"
"2013","England","35 and over","Wales","Female","385","105","0.275"
"2014","England","35 and over","Wales","Female","425","145","0.339"
"2015","England","35 and over","Wales","Female","410","130","0.322"
"2016","England","35 and over","Wales","Female","345","110","0.316"
"2017","England","35 and over","Wales","Female","290","120","0.40700000000000003"
"2018","England","35 and over","Wales","Female","220","95","0.436"
"2019","England","35 and over","Wales","Female","285","125","0.439"
"2020","England","35 and over","Wales","Female","260","115","0.438"
"2021","England","35 and over","Wales","Female","380","145","0.382"
"2022","England","35 and over","Wales","Female","345","125","0.357"
"2023","England","35 and over","Wales","Female","240","90","0.375"
"2006","Scotland","35 and over","Wales","Female","5","0"," "
"2007","Scotland","35 and over","Wales","Female","10","5"," "
"2008","Scotland","35 and over","Wales","Female","5","0"," "
"2009","Scotland","35 and over","Wales","Female","5","0"," "
"2010","Scotland","35 and over","Wales","Female","5","0"," "
"2011","Scotland","35 and over","Wales","Female","5","0"," "
"2012","Scotland","35 and over","Wales","Female","5","0"," "
"2013","Scotland","35 and over","Wales","Female","5","0"," "
"2014","Scotland","35 and over","Wales","Female","10","5"," "
"2015","Scotland","35 and over","Wales","Female","10","5"," "
"2017","Scotland","35 and over","Wales","Female","10","0"," "
"2018","Scotland","35 and over","Wales","Female","5","0"," "
"2019","Scotland","35 and over","Wales","Female","5","0"," "
"2020","Scotland","35 and over","Wales","Female","5","0"," "
"2021","Scotland","35 and over","Wales","Female","5","0"," "
"2022","Scotland","35 and over","Wales","Female","5","0"," "
"2023","Scotland","35 and over","Wales","Female","10","0"," "
"2006","Wales","35 and over","Wales","Female","1330","675","0.508"
