"Year","Provider country","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2022","Wales","21 - 24","Northern Ireland","Male","10","10"," "
"2019","Scotland","25 - 29","Northern Ireland","Male","30","5"," "
"2020","Scotland","25 - 29","Northern Ireland","Male","20","0"," "
"2021","Scotland","25 - 29","Northern Ireland","Male","30","5"," "
"2022","Scotland","25 - 29","Northern Ireland","Male","10","0"," "
"2023","Scotland","25 - 29","Northern Ireland","Male","5","0"," "
"2023","Wales","25 - 29","Northern Ireland","Male","5","5"," "
"2020","Scotland","30 - 34","Northern Ireland","Male","10","0"," "
"2021","Scotland","30 - 34","Northern Ireland","Male","10","0"," "
"2022","Scotland","30 - 34","Northern Ireland","Male","5","5"," "
"2023","Scotland","30 - 34","Northern Ireland","Male","5","0"," "
"2022","Wales","30 - 34","Northern Ireland","Male","5","0"," "
"2021","Scotland","35 and over","Northern Ireland","Male","5","5"," "
"2022","Scotland","35 and over","Northern Ireland","Male","5","0"," "
"2023","Scotland","35 and over","Northern Ireland","Male","5","0"," "
"2022","Wales","35 and over","Northern Ireland","Male","5","0"," "
"2023","Wales","18","England","Male","5","0"," "
"2019","England","21 - 24","England","Male","5","5"," "
"2020","England","21 - 24","England","Male","5","0"," "
"2021","England","21 - 24","England","Male","5","0"," "
"2023","England","21 - 24","England","Male","5","5"," "
"2019","Scotland","21 - 24","England","Male","50","10"," "
"2020","Scotland","21 - 24","England","Male","40","10","0.275"
"2021","Scotland","21 - 24","England","Male","50","10"," "
"2022","Scotland","21 - 24","England","Male","50","10","0.24"
"2023","Scotland","21 - 24","England","Male","40","10","0.3"
"2022","Wales","21 - 24","England","Male","60","20","0.35000000000000003"
"2023","Wales","21 - 24","England","Male","35","25","0.657"
"2020","England","25 - 29","England","Male","5","0"," "
"2021","England","25 - 29","England","Male","5","5"," "
"2019","Scotland","25 - 29","England","Male","35","10","0.314"
"2020","Scotland","25 - 29","England","Male","25","5"," "
"2021","Scotland","25 - 29","England","Male","25","10"," "
"2022","Scotland","25 - 29","England","Male","40","10"," "
"2023","Scotland","25 - 29","England","Male","25","5"," "
"2023","Wales","25 - 29","England","Male","10","5"," "
"2019","England","30 - 34","England","Male","5","5"," "
"2019","Scotland","30 - 34","England","Male","5","0"," "
"2020","Scotland","30 - 34","England","Male","20","10"," "
"2021","Scotland","30 - 34","England","Male","25","0"," "
"2022","Scotland","30 - 34","England","Male","5","0"," "
"2023","Scotland","30 - 34","England","Male","20","5"," "
"2022","Wales","30 - 34","England","Male","10","5"," "
"2023","England","35 and over","England","Male","5","5"," "
"2019","Scotland","35 and over","England","Male","10","0"," "
"2020","Scotland","35 and over","England","Male","10","0"," "
"2021","Scotland","35 and over","England","Male","15","5"," "
"2022","Scotland","35 and over","England","Male","5","0"," "
"2023","Scotland","35 and over","England","Male","5","0"," "
"2019","Scotland","18","Scotland","Male","5","0"," "
"2020","Scotland","18","Scotland","Male","5","0"," "
"2021","Scotland","18","Scotland","Male","5","0"," "
"2022","Scotland","18","Scotland","Male","5","0"," "
"2023","Scotland","18","Scotland","Male","10","0"," "
"2022","Scotland","19","Scotland","Male","5","0"," "
"2021","Scotland","20","Scotland","Male","5","0"," "
"2022","Scotland","20","Scotland","Male","5","0"," "
"2023","Scotland","20","Scotland","Male","10","0"," "
"2019","Scotland","21 - 24","Scotland","Male","1440","300","0.20800000000000002"
"2020","Scotland","21 - 24","Scotland","Male","1345","310","0.23"
"2021","Scotland","21 - 24","Scotland","Male","1900","385","0.203"
"2022","Scotland","21 - 24","Scotland","Male","1435","315","0.218"
"2023","Scotland","21 - 24","Scotland","Male","1115","285","0.254"
"2023","Wales","21 - 24","Scotland","Male","5","0"," "
"2019","Scotland","25 - 29","Scotland","Male","1290","285","0.219"
"2020","Scotland","25 - 29","Scotland","Male","1425","325","0.228"
"2021","Scotland","25 - 29","Scotland","Male","1785","315","0.177"
"2022","Scotland","25 - 29","Scotland","Male","1290","310","0.23900000000000002"
"2023","Scotland","25 - 29","Scotland","Male","1035","265","0.255"
"2022","Wales","25 - 29","Scotland","Male","5","0"," "
"2023","Wales","25 - 29","Scotland","Male","5","0"," "
"2019","Scotland","30 - 34","Scotland","Male","600","135","0.223"
"2020","Scotland","30 - 34","Scotland","Male","615","135","0.216"
"2021","Scotland","30 - 34","Scotland","Male","725","165","0.228"
"2022","Scotland","30 - 34","Scotland","Male","670","180","0.27"
"2023","Scotland","30 - 34","Scotland","Male","415","110","0.267"
"2023","Wales","30 - 34","Scotland","Male","5","0"," "
"2019","Scotland","35 and over","Scotland","Male","945","215","0.226"
"2020","Scotland","35 and over","Scotland","Male","840","220","0.26"
"2021","Scotland","35 and over","Scotland","Male","990","210","0.21"
"2022","Scotland","35 and over","Scotland","Male","730","185","0.252"
"2023","Scotland","35 and over","Scotland","Male","555","145","0.261"
"2022","Wales","35 and over","Scotland","Male","5","0"," "
"2022","Wales","18","Wales","Male","5","0"," "
"2023","Wales","18","Wales","Male","5","0"," "
"2021","Scotland","21 - 24","Wales","Male","5","0"," "
"2022","Scotland","21 - 24","Wales","Male","5","5"," "
"2022","Wales","21 - 24","Wales","Male","360","170","0.47200000000000003"
"2023","Wales","21 - 24","Wales","Male","340","180","0.524"
"2019","Scotland","25 - 29","Wales","Male","5","0"," "
"2020","Scotland","25 - 29","Wales","Male","10","0"," "
"2023","Scotland","25 - 29","Wales","Male","5","0"," "
"2022","Wales","25 - 29","Wales","Male","175","85","0.48"
"2023","Wales","25 - 29","Wales","Male","160","80","0.506"
"2019","Scotland","30 - 34","Wales","Male","5","0"," "
"2022","Wales","30 - 34","Wales","Male","75","35","0.493"
"2023","Wales","30 - 34","Wales","Male","45","20","0.489"
"2019","Scotland","35 and over","Wales","Male","5","0"," "
"2022","Wales","35 and over","Wales","Male","65","35","0.554"
"2023","Wales","35 and over","Wales","Male","45","25","0.556"
"2019","Scotland","21 - 24","Not EU","Male","10","0"," "
"2020","Scotland","21 - 24","Not EU","Male","15","5"," "
"2021","Scotland","21 - 24","Not EU","Male","5","0"," "
"2022","Scotland","21 - 24","Not EU","Male","10","0"," "
"2023","Scotland","21 - 24","Not EU","Male","25","5"," "
"2022","Wales","21 - 24","Not EU","Male","5","0"," "
"2019","Scotland","25 - 29","Not EU","Male","5","5"," "
"2020","Scotland","25 - 29","Not EU","Male","15","5"," "
"2021","Scotland","25 - 29","Not EU","Male","15","5"," "
"2022","Scotland","25 - 29","Not EU","Male","45","10","0.222"
"2023","Scotland","25 - 29","Not EU","Male","15","5"," "
"2022","Wales","25 - 29","Not EU","Male","15","5"," "
"2023","Wales","25 - 29","Not EU","Male","5","5"," "
"2019","Scotland","30 - 34","Not EU","Male","15","0"," "
"2020","Scotland","30 - 34","Not EU","Male","20","5"," "
"2021","Scotland","30 - 34","Not EU","Male","5","0"," "
"2022","Scotland","30 - 34","Not EU","Male","30","5"," "
"2023","Scotland","30 - 34","Not EU","Male","5","0"," "
"2022","Wales","30 - 34","Not EU","Male","10","5"," "
"2023","Wales","30 - 34","Not EU","Male","5","0"," "
"2019","Scotland","35 and over","Not EU","Male","20","0"," "
"2020","Scotland","35 and over","Not EU","Male","10","0"," "
"2021","Scotland","35 and over","Not EU","Male","35","5"," "
"2022","Scotland","35 and over","Not EU","Male","35","5"," "
"2023","Scotland","35 and over","Not EU","Male","25","5"," "
"2022","Wales","35 and over","Not EU","Male","25","10","0.44"
"2023","Wales","35 and over","Not EU","Male","10","0"," "
"2019","Scotland","21 - 24","EU (excluding UK)","Male","95","15","0.137"
"2020","Scotland","21 - 24","EU (excluding UK)","Male","95","20","0.211"
"2021","Scotland","21 - 24","EU (excluding UK)","Male","40","5"," "
"2022","Scotland","21 - 24","EU (excluding UK)","Male","50","0"," "
"2023","Scotland","21 - 24","EU (excluding UK)","Male","20","0"," "
"2022","Wales","21 - 24","EU (excluding UK)","Male","15","5"," "
"2023","Wales","21 - 24","EU (excluding UK)","Male","5","0"," "
"2019","Scotland","25 - 29","EU (excluding UK)","Male","55","5"," "
"2020","Scotland","25 - 29","EU (excluding UK)","Male","60","10","0.167"
"2021","Scotland","25 - 29","EU (excluding UK)","Male","40","10"," "
"2022","Scotland","25 - 29","EU (excluding UK)","Male","20","5"," "
"2023","Scotland","25 - 29","EU (excluding UK)","Male","5","0"," "
"2023","Wales","25 - 29","EU (excluding UK)","Male","5","0"," "
"2019","Scotland","30 - 34","EU (excluding UK)","Male","45","10"," "
"2020","Scotland","30 - 34","EU (excluding UK)","Male","50","15","0.32"
"2021","Scotland","30 - 34","EU (excluding UK)","Male","20","0"," "
"2022","Scotland","30 - 34","EU (excluding UK)","Male","10","5"," "
"2023","Scotland","30 - 34","EU (excluding UK)","Male","5","0"," "
"2023","Wales","30 - 34","EU (excluding UK)","Male","5","0"," "
"2019","Scotland","35 and over","EU (excluding UK)","Male","15","5"," "
"2020","Scotland","35 and over","EU (excluding UK)","Male","15","5"," "
"2021","Scotland","35 and over","EU (excluding UK)","Male","25","0"," "
"2022","Scotland","35 and over","EU (excluding UK)","Male","10","0"," "
"2023","Scotland","35 and over","EU (excluding UK)","Male","20","0"," "
"2019","All","21 - 24","Northern Ireland","Female","150","25","0.16"
"2020","All","21 - 24","Northern Ireland","Female","110","25","0.209"
"2021","All","21 - 24","Northern Ireland","Female","165","30","0.188"
"2022","All","21 - 24","Northern Ireland","Female","110","30","0.273"
"2023","All","21 - 24","Northern Ireland","Female","70","10","0.171"
"2019","All","25 - 29","Northern Ireland","Female","65","15","0.231"
"2020","All","25 - 29","Northern Ireland","Female","45","10"," "
"2021","All","25 - 29","Northern Ireland","Female","60","15","0.217"
"2022","All","25 - 29","Northern Ireland","Female","35","10","0.28600000000000003"
"2023","All","25 - 29","Northern Ireland","Female","40","5"," "
"2019","All","30 - 34","Northern Ireland","Female","5","0"," "
"2020","All","30 - 34","Northern Ireland","Female","5","0"," "
"2021","All","30 - 34","Northern Ireland","Female","10","0"," "
"2022","All","30 - 34","Northern Ireland","Female","10","0"," "
"2023","All","30 - 34","Northern Ireland","Female","5","0"," "
"2019","All","35 and over","Northern Ireland","Female","10","0"," "
"2020","All","35 and over","Northern Ireland","Female","5","0"," "
"2021","All","35 and over","Northern Ireland","Female","5","0"," "
"2022","All","35 and over","Northern Ireland","Female","5","0"," "
"2023","All","35 and over","Northern Ireland","Female","5","0"," "
"2020","All","18","England","Female","5","0"," "
"2022","All","18","England","Female","5","0"," "
"2019","All","21 - 24","England","Female","145","45","0.297"
"2020","All","21 - 24","England","Female","85","20","0.23500000000000001"
"2021","All","21 - 24","England","Female","200","50","0.255"
"2022","All","21 - 24","England","Female","225","95","0.431"
"2023","All","21 - 24","England","Female","185","80","0.427"
"2019","All","25 - 29","England","Female","45","10","0.244"
"2020","All","25 - 29","England","Female","60","15","0.28300000000000003"
"2021","All","25 - 29","England","Female","110","25","0.23600000000000002"
"2022","All","25 - 29","England","Female","75","10","0.16"
"2023","All","25 - 29","England","Female","40","15","0.425"
"2019","All","30 - 34","England","Female","25","5"," "
"2020","All","30 - 34","England","Female","20","10"," "
"2021","All","30 - 34","England","Female","35","5"," "
"2022","All","30 - 34","England","Female","35","5"," "
"2023","All","30 - 34","England","Female","10","5"," "
"2019","All","35 and over","England","Female","30","5"," "
"2020","All","35 and over","England","Female","15","10"," "
"2021","All","35 and over","England","Female","30","15","0.433"
"2022","All","35 and over","England","Female","20","10"," "
"2023","All","35 and over","England","Female","10","5"," "
"2019","All","18","Scotland","Female","15","0"," "
"2020","All","18","Scotland","Female","25","0"," "
"2021","All","18","Scotland","Female","15","0"," "
"2022","All","18","Scotland","Female","20","0"," "
"2023","All","18","Scotland","Female","20","0"," "
"2019","All","19","Scotland","Female","5","0"," "
"2021","All","19","Scotland","Female","10","0"," "
"2022","All","19","Scotland","Female","10","0"," "
"2023","All","19","Scotland","Female","10","0"," "
"2019","All","20","Scotland","Female","10","0"," "
"2020","All","20","Scotland","Female","10","0"," "
"2021","All","20","Scotland","Female","25","0"," "
"2022","All","20","Scotland","Female","15","0"," "
"2023","All","20","Scotland","Female","5","0"," "
"2019","All","21 - 24","Scotland","Female","4260","1020","0.23900000000000002"
"2020","All","21 - 24","Scotland","Female","4635","1090","0.23500000000000001"
"2021","All","21 - 24","Scotland","Female","5970","1230","0.20600000000000002"
"2022","All","21 - 24","Scotland","Female","4365","1190","0.273"
"2023","All","21 - 24","Scotland","Female","3730","1140","0.306"
"2019","All","25 - 29","Scotland","Female","3320","755","0.228"
"2020","All","25 - 29","Scotland","Female","3115","750","0.241"
"2021","All","25 - 29","Scotland","Female","4225","900","0.213"
"2022","All","25 - 29","Scotland","Female","2920","765","0.262"
"2023","All","25 - 29","Scotland","Female","2020","570","0.28300000000000003"
"2019","All","30 - 34","Scotland","Female","1245","290","0.232"
"2020","All","30 - 34","Scotland","Female","1335","340","0.256"
"2021","All","30 - 34","Scotland","Female","1555","310","0.199"
"2022","All","30 - 34","Scotland","Female","1040","275","0.263"
"2023","All","30 - 34","Scotland","Female","825","235","0.28500000000000003"
"2019","All","35 and over","Scotland","Female","2005","465","0.231"
"2020","All","35 and over","Scotland","Female","2145","555","0.258"
"2021","All","35 and over","Scotland","Female","2340","480","0.20600000000000002"
"2022","All","35 and over","Scotland","Female","1705","440","0.257"
"2023","All","35 and over","Scotland","Female","1410","450","0.319"
"2020","All","18","Wales","Female","5","0"," "
"2022","All","18","Wales","Female","15","0"," "
"2019","All","21 - 24","Wales","Female","5","0"," "
"2020","All","21 - 24","Wales","Female","15","0"," "
"2022","All","21 - 24","Wales","Female","1080","580","0.537"
"2023","All","21 - 24","Wales","Female","1005","510","0.506"
"2019","All","25 - 29","Wales","Female","5","0"," "
"2020","All","25 - 29","Wales","Female","5","0"," "
"2021","All","25 - 29","Wales","Female","5","0"," "
"2022","All","25 - 29","Wales","Female","355","195","0.549"
"2023","All","25 - 29","Wales","Female","305","155","0.515"
"2022","All","30 - 34","Wales","Female","115","65","0.548"
"2023","All","30 - 34","Wales","Female","110","60","0.545"
"2022","All","35 and over","Wales","Female","140","70","0.486"
"2023","All","35 and over","Wales","Female","125","65","0.504"
"2019","All","21 - 24","Not EU","Female","35","10"," "
"2020","All","21 - 24","Not EU","Female","70","20","0.314"
"2021","All","21 - 24","Not EU","Female","40","10"," "
"2022","All","21 - 24","Not EU","Female","45","15","0.289"
"2023","All","21 - 24","Not EU","Female","65","10"," "
"2019","All","25 - 29","Not EU","Female","55","15","0.23600000000000002"
"2020","All","25 - 29","Not EU","Female","45","10","0.267"
"2021","All","25 - 29","Not EU","Female","55","15","0.273"
"2022","All","25 - 29","Not EU","Female","65","15","0.215"
"2023","All","25 - 29","Not EU","Female","55","15","0.255"
"2019","All","30 - 34","Not EU","Female","30","10"," "
"2020","All","30 - 34","Not EU","Female","30","5"," "
"2021","All","30 - 34","Not EU","Female","25","5"," "
"2022","All","30 - 34","Not EU","Female","50","20","0.44"
"2023","All","30 - 34","Not EU","Female","50","5"," "
"2019","All","35 and over","Not EU","Female","25","5"," "
"2020","All","35 and over","Not EU","Female","25","5"," "
"2021","All","35 and over","Not EU","Female","35","5"," "
"2022","All","35 and over","Not EU","Female","65","5"," "
"2023","All","35 and over","Not EU","Female","45","5"," "
"2020","All","19","EU (excluding UK)","Female","5","0"," "
"2019","All","20","EU (excluding UK)","Female","10","0"," "
"2020","All","20","EU (excluding UK)","Female","10","0"," "
"2019","All","21 - 24","EU (excluding UK)","Female","335","60","0.17300000000000001"
"2020","All","21 - 24","EU (excluding UK)","Female","365","75","0.20800000000000002"
"2021","All","21 - 24","EU (excluding UK)","Female","250","45","0.188"
"2022","All","21 - 24","EU (excluding UK)","Female","140","30","0.229"
"2023","All","21 - 24","EU (excluding UK)","Female","140","35","0.23600000000000002"
"2019","All","25 - 29","EU (excluding UK)","Female","145","25","0.179"
"2020","All","25 - 29","EU (excluding UK)","Female","235","50","0.20400000000000001"
"2021","All","25 - 29","EU (excluding UK)","Female","155","30","0.187"
"2022","All","25 - 29","EU (excluding UK)","Female","120","40","0.342"
"2023","All","25 - 29","EU (excluding UK)","Female","60","10","0.2"
"2019","All","30 - 34","EU (excluding UK)","Female","75","15","0.2"
