"Year","Gender","Age group","Domicile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2020","Female","35 and over","Scotland","2625","1020","0.388"
"2021","Female","35 and over","Scotland","2890","1120","0.388"
"2022","Female","35 and over","Scotland","2710","1140","0.421"
"2023","Female","35 and over","Scotland","2385","1135","0.47500000000000003"
"2019","Male","35 and over","Scotland","360","125","0.353"
"2020","Male","35 and over","Scotland","455","155","0.336"
"2021","Male","35 and over","Scotland","520","165","0.313"
"2022","Male","35 and over","Scotland","435","180","0.40900000000000003"
"2023","Male","35 and over","Scotland","415","175","0.417"
"2023","Female","17 and under","Wales","5","0"," "
"2019","Female","18","Wales","1880","770","0.40900000000000003"
"2020","Female","18","Wales","2115","870","0.41000000000000003"
"2021","Female","18","Wales","2435","1005","0.41400000000000003"
"2022","Female","18","Wales","2320","940","0.405"
"2023","Female","18","Wales","1645","830","0.505"
"2019","Male","18","Wales","70","30","0.4"
"2020","Male","18","Wales","85","40","0.459"
"2021","Male","18","Wales","100","50","0.48"
"2022","Male","18","Wales","135","65","0.481"
"2023","Male","18","Wales","105","50","0.467"
"2019","Female","19","Wales","1145","470","0.41000000000000003"
"2020","Female","19","Wales","910","370","0.40800000000000003"
"2021","Female","19","Wales","960","390","0.40800000000000003"
"2022","Female","19","Wales","855","345","0.402"
"2023","Female","19","Wales","580","255","0.443"
"2019","Male","19","Wales","75","25","0.307"
"2020","Male","19","Wales","50","25","0.52"
"2021","Male","19","Wales","65","30","0.431"
"2022","Male","19","Wales","60","25","0.4"
"2023","Male","19","Wales","55","25","0.491"
"2019","Female","20","Wales","490","175","0.357"
"2020","Female","20","Wales","445","175","0.393"
"2021","Female","20","Wales","585","210","0.361"
"2022","Female","20","Wales","380","160","0.418"
"2023","Female","20","Wales","330","130","0.4"
"2019","Male","20","Wales","30","10","0.333"
"2020","Male","20","Wales","50","10","0.24"
"2021","Male","20","Wales","40","15","0.4"
"2022","Male","20","Wales","20","5"," "
"2023","Male","20","Wales","55","20","0.34500000000000003"
"2019","Female","21 - 24","Wales","1020","430","0.424"
"2020","Female","21 - 24","Wales","1130","455","0.404"
"2021","Female","21 - 24","Wales","1185","495","0.41600000000000004"
"2022","Female","21 - 24","Wales","855","330","0.384"
"2023","Female","21 - 24","Wales","590","220","0.376"
"2019","Male","21 - 24","Wales","115","50","0.417"
"2020","Male","21 - 24","Wales","115","40","0.365"
"2021","Male","21 - 24","Wales","165","60","0.358"
"2022","Male","21 - 24","Wales","100","35","0.33"
"2023","Male","21 - 24","Wales","100","45","0.47000000000000003"
"2019","Female","25 - 29","Wales","870","395","0.456"
"2020","Female","25 - 29","Wales","980","460","0.47000000000000003"
"2021","Female","25 - 29","Wales","985","440","0.448"
"2022","Female","25 - 29","Wales","830","385","0.463"
"2023","Female","25 - 29","Wales","455","195","0.424"
"2019","Male","25 - 29","Wales","110","50","0.436"
"2020","Male","25 - 29","Wales","130","45","0.354"
"2021","Male","25 - 29","Wales","150","65","0.433"
"2022","Male","25 - 29","Wales","140","50","0.371"
"2023","Male","25 - 29","Wales","115","35","0.304"
"2019","Female","30 - 34","Wales","515","260","0.501"
"2020","Female","30 - 34","Wales","600","280","0.468"
"2021","Female","30 - 34","Wales","670","295","0.443"
"2022","Female","30 - 34","Wales","560","235","0.421"
"2023","Female","30 - 34","Wales","395","195","0.494"
"2019","Male","30 - 34","Wales","75","25","0.32"
"2020","Male","30 - 34","Wales","105","40","0.362"
"2021","Male","30 - 34","Wales","90","30","0.322"
"2022","Male","30 - 34","Wales","115","40","0.357"
"2023","Male","30 - 34","Wales","70","25","0.329"
"2019","Female","35 and over","Wales","725","315","0.436"
"2020","Female","35 and over","Wales","740","325","0.438"
"2021","Female","35 and over","Wales","875","405","0.461"
"2022","Female","35 and over","Wales","760","345","0.457"
"2023","Female","35 and over","Wales","600","275","0.457"
"2019","Male","35 and over","Wales","110","25","0.23600000000000002"
"2020","Male","35 and over","Wales","200","60","0.295"
"2021","Male","35 and over","Wales","125","45","0.352"
"2022","Male","35 and over","Wales","150","40","0.28"
"2023","Male","35 and over","Wales","95","30","0.337"
"2019","Female","17 and under","Not EU","60","10","0.167"
"2020","Female","17 and under","Not EU","125","30","0.24"
"2021","Female","17 and under","Not EU","200","45","0.22"
"2022","Female","17 and under","Not EU","385","55","0.14"
"2023","Female","17 and under","Not EU","360","40","0.108"
"2019","Male","17 and under","Not EU","15","0"," "
"2020","Male","17 and under","Not EU","15","0"," "
"2021","Male","17 and under","Not EU","20","0"," "
"2022","Male","17 and under","Not EU","55","5"," "
"2023","Male","17 and under","Not EU","90","5"," "
"2019","Female","18","Not EU","350","125","0.357"
"2020","Female","18","Not EU","425","155","0.36"
"2021","Female","18","Not EU","720","155","0.215"
"2022","Female","18","Not EU","1040","200","0.192"
"2023","Female","18","Not EU","940","225","0.24"
"2019","Male","18","Not EU","30","10"," "
"2020","Male","18","Not EU","60","20","0.317"
"2021","Male","18","Not EU","70","15","0.186"
"2022","Male","18","Not EU","195","30","0.164"
"2023","Male","18","Not EU","235","45","0.196"
"2019","Female","19","Not EU","245","65","0.269"
"2020","Female","19","Not EU","320","95","0.291"
"2021","Female","19","Not EU","525","90","0.17500000000000002"
"2022","Female","19","Not EU","1210","185","0.151"
"2023","Female","19","Not EU","955","205","0.214"
"2019","Male","19","Not EU","30","5"," "
"2020","Male","19","Not EU","80","20","0.263"
"2021","Male","19","Not EU","180","30","0.161"
"2022","Male","19","Not EU","435","60","0.136"
"2023","Male","19","Not EU","340","70","0.2"
"2019","Female","20","Not EU","165","45","0.28500000000000003"
"2020","Female","20","Not EU","205","45","0.229"
"2021","Female","20","Not EU","365","75","0.2"
"2022","Female","20","Not EU","540","90","0.165"
"2023","Female","20","Not EU","655","90","0.136"
"2019","Male","20","Not EU","25","0"," "
"2020","Male","20","Not EU","70","25","0.343"
"2021","Male","20","Not EU","100","25","0.24"
"2022","Male","20","Not EU","245","35","0.139"
"2023","Male","20","Not EU","185","30","0.17300000000000001"
"2019","Female","21 - 24","Not EU","390","80","0.2"
"2020","Female","21 - 24","Not EU","530","120","0.226"
"2021","Female","21 - 24","Not EU","820","155","0.189"
"2022","Female","21 - 24","Not EU","1125","155","0.137"
"2023","Female","21 - 24","Not EU","1340","220","0.164"
"2019","Male","21 - 24","Not EU","110","10","0.109"
"2020","Male","21 - 24","Not EU","135","25","0.193"
"2021","Male","21 - 24","Not EU","270","35","0.137"
"2022","Male","21 - 24","Not EU","530","65","0.121"
"2023","Male","21 - 24","Not EU","530","65","0.121"
"2019","Female","25 - 29","Not EU","375","75","0.2"
"2020","Female","25 - 29","Not EU","590","140","0.23700000000000002"
"2021","Female","25 - 29","Not EU","1025","165","0.161"
"2022","Female","25 - 29","Not EU","1705","275","0.162"
"2023","Female","25 - 29","Not EU","1795","300","0.167"
"2019","Male","25 - 29","Not EU","110","15","0.155"
"2020","Male","25 - 29","Not EU","170","30","0.165"
"2021","Male","25 - 29","Not EU","315","40","0.13"
"2022","Male","25 - 29","Not EU","500","55","0.114"
"2023","Male","25 - 29","Not EU","470","90","0.189"
"2019","Female","30 - 34","Not EU","240","50","0.217"
"2020","Female","30 - 34","Not EU","485","95","0.2"
"2021","Female","30 - 34","Not EU","840","130","0.155"
"2022","Female","30 - 34","Not EU","1315","180","0.138"
"2023","Female","30 - 34","Not EU","1270","180","0.14300000000000002"
"2019","Male","30 - 34","Not EU","120","25","0.2"
"2020","Male","30 - 34","Not EU","160","35","0.225"
"2021","Male","30 - 34","Not EU","255","45","0.169"
"2022","Male","30 - 34","Not EU","375","50","0.136"
"2023","Male","30 - 34","Not EU","380","45","0.113"
"2019","Female","35 and over","Not EU","360","60","0.167"
"2020","Female","35 and over","Not EU","610","120","0.195"
"2021","Female","35 and over","Not EU","1085","165","0.154"
"2022","Female","35 and over","Not EU","1595","205","0.128"
"2023","Female","35 and over","Not EU","1280","160","0.123"
"2019","Male","35 and over","Not EU","125","20","0.168"
"2020","Male","35 and over","Not EU","225","40","0.169"
"2021","Male","35 and over","Not EU","315","35","0.105"
"2022","Male","35 and over","Not EU","485","55","0.113"
"2023","Male","35 and over","Not EU","410","50","0.12"
"2019","Female","17 and under","EU (excluding UK)","200","50","0.245"
"2020","Female","17 and under","EU (excluding UK)","160","50","0.306"
"2021","Female","17 and under","EU (excluding UK)","170","30","0.171"
"2022","Female","17 and under","EU (excluding UK)","165","40","0.23"
"2023","Female","17 and under","EU (excluding UK)","125","50","0.384"
"2019","Male","17 and under","EU (excluding UK)","5","0"," "
"2020","Male","17 and under","EU (excluding UK)","5","0"," "
"2021","Male","17 and under","EU (excluding UK)","25","5"," "
"2022","Male","17 and under","EU (excluding UK)","15","5"," "
"2019","Female","18","EU (excluding UK)","765","190","0.246"
"2020","Female","18","EU (excluding UK)","925","290","0.315"
"2021","Female","18","EU (excluding UK)","965","270","0.28"
"2022","Female","18","EU (excluding UK)","840","220","0.262"
"2023","Female","18","EU (excluding UK)","660","295","0.444"
"2019","Male","18","EU (excluding UK)","35","5"," "
"2020","Male","18","EU (excluding UK)","45","15","0.289"
"2021","Male","18","EU (excluding UK)","55","10","0.218"
"2022","Male","18","EU (excluding UK)","45","5"," "
"2023","Male","18","EU (excluding UK)","50","20","0.36"
"2019","Female","19","EU (excluding UK)","1120","360","0.32"
"2020","Female","19","EU (excluding UK)","1050","355","0.338"
"2021","Female","19","EU (excluding UK)","1115","335","0.301"
"2022","Female","19","EU (excluding UK)","740","215","0.293"
"2023","Female","19","EU (excluding UK)","610","225","0.37"
"2019","Male","19","EU (excluding UK)","65","25","0.354"
"2020","Male","19","EU (excluding UK)","55","20","0.382"
"2021","Male","19","EU (excluding UK)","45","10","0.267"
"2022","Male","19","EU (excluding UK)","55","5"," "
"2023","Male","19","EU (excluding UK)","40","15","0.325"
"2019","Female","20","EU (excluding UK)","595","175","0.291"
"2020","Female","20","EU (excluding UK)","570","175","0.309"
"2021","Female","20","EU (excluding UK)","565","170","0.303"
"2022","Female","20","EU (excluding UK)","450","120","0.269"
"2023","Female","20","EU (excluding UK)","315","95","0.308"
"2019","Male","20","EU (excluding UK)","55","20","0.364"
"2020","Male","20","EU (excluding UK)","45","20","0.422"
"2021","Male","20","EU (excluding UK)","45","15","0.289"
"2022","Male","20","EU (excluding UK)","55","15","0.291"
"2023","Male","20","EU (excluding UK)","15","5"," "
"2019","Female","21 - 24","EU (excluding UK)","570","155","0.274"
"2020","Female","21 - 24","EU (excluding UK)","550","160","0.289"
"2021","Female","21 - 24","EU (excluding UK)","675","200","0.293"
"2022","Female","21 - 24","EU (excluding UK)","410","90","0.224"
"2023","Female","21 - 24","EU (excluding UK)","420","135","0.319"
"2019","Male","21 - 24","EU (excluding UK)","55","15","0.309"
"2020","Male","21 - 24","EU (excluding UK)","55","15","0.291"
"2021","Male","21 - 24","EU (excluding UK)","95","20","0.232"
"2022","Male","21 - 24","EU (excluding UK)","60","10","0.183"
"2023","Male","21 - 24","EU (excluding UK)","25","5"," "
"2019","Female","25 - 29","EU (excluding UK)","105","35","0.324"
"2020","Female","25 - 29","EU (excluding UK)","200","55","0.265"
"2021","Female","25 - 29","EU (excluding UK)","170","30","0.188"
"2022","Female","25 - 29","EU (excluding UK)","115","35","0.28700000000000003"
"2023","Female","25 - 29","EU (excluding UK)","85","20","0.23500000000000001"
"2019","Male","25 - 29","EU (excluding UK)","60","15","0.28300000000000003"
"2020","Male","25 - 29","EU (excluding UK)","50","15","0.34"
"2021","Male","25 - 29","EU (excluding UK)","55","15","0.291"
"2022","Male","25 - 29","EU (excluding UK)","30","5"," "
"2023","Male","25 - 29","EU (excluding UK)","30","5"," "
"2019","Female","30 - 34","EU (excluding UK)","60","10","0.167"
"2020","Female","30 - 34","EU (excluding UK)","70","20","0.3"
"2021","Female","30 - 34","EU (excluding UK)","60","15","0.25"
"2022","Female","30 - 34","EU (excluding UK)","45","5"," "
"2023","Female","30 - 34","EU (excluding UK)","35","10"," "
"2019","Male","30 - 34","EU (excluding UK)","15","0"," "
"2020","Male","30 - 34","EU (excluding UK)","25","5"," "
"2021","Male","30 - 34","EU (excluding UK)","20","0"," "
"2022","Male","30 - 34","EU (excluding UK)","10","0"," "
"2019","Female","35 and over","EU (excluding UK)","140","35","0.23600000000000002"
"2020","Female","35 and over","EU (excluding UK)","125","20","0.168"
"2021","Female","35 and over","EU (excluding UK)","105","20","0.21"
"2022","Female","35 and over","EU (excluding UK)","85","10"," "
"2023","Female","35 and over","EU (excluding UK)","85","20","0.259"
"2019","Male","35 and over","EU (excluding UK)","20","10"," "
"2020","Male","35 and over","EU (excluding UK)","60","15","0.267"
"2021","Male","35 and over","EU (excluding UK)","15","0"," "
"2022","Male","35 and over","EU (excluding UK)","25","0"," "
"2023","Male","35 and over","EU (excluding UK)","25","5"," "
"2019","All","17 and under","Northern Ireland","15","5"," "
"2020","All","17 and under","Northern Ireland","5","0"," "
"2021","All","17 and under","Northern Ireland","10","0"," "
"2022","All","17 and under","Northern Ireland","10","5"," "
"2019","All","18","Northern Ireland","3250","935","0.28700000000000003"
"2020","All","18","Northern Ireland","3245","1165","0.36"
"2021","All","18","Northern Ireland","4025","1485","0.368"
"2022","All","18","Northern Ireland","3785","1340","0.354"
"2023","All","18","Northern Ireland","2960","1165","0.394"
"2019","All","19","Northern Ireland","1370","420","0.308"
"2020","All","19","Northern Ireland","1340","580","0.433"
"2021","All","19","Northern Ireland","1455","505","0.34600000000000003"
"2022","All","19","Northern Ireland","1095","360","0.329"
"2023","All","19","Northern Ireland","815","275","0.337"
"2019","All","20","Northern Ireland","700","180","0.257"
"2020","All","20","Northern Ireland","680","260","0.379"
"2021","All","20","Northern Ireland","630","195","0.306"
"2022","All","20","Northern Ireland","640","230","0.358"
"2023","All","20","Northern Ireland","505","190","0.378"
"2019","All","21 - 24","Northern Ireland","1190","360","0.301"
"2020","All","21 - 24","Northern Ireland","1035","410","0.396"
"2021","All","21 - 24","Northern Ireland","1355","405","0.297"
"2022","All","21 - 24","Northern Ireland","965","340","0.35100000000000003"
"2023","All","21 - 24","Northern Ireland","785","315","0.4"
"2019","All","25 - 29","Northern Ireland","625","200","0.318"
"2020","All","25 - 29","Northern Ireland","530","215","0.406"
"2021","All","25 - 29","Northern Ireland","710","200","0.28300000000000003"
"2022","All","25 - 29","Northern Ireland","465","145","0.312"
"2023","All","25 - 29","Northern Ireland","410","170","0.41200000000000003"
"2019","All","30 - 34","Northern Ireland","415","140","0.342"
"2020","All","30 - 34","Northern Ireland","335","140","0.41200000000000003"
"2021","All","30 - 34","Northern Ireland","430","150","0.34900000000000003"
"2022","All","30 - 34","Northern Ireland","405","140","0.341"
"2023","All","30 - 34","Northern Ireland","285","95","0.326"
"2019","All","35 and over","Northern Ireland","460","150","0.328"
"2020","All","35 and over","Northern Ireland","370","170","0.454"
"2021","All","35 and over","Northern Ireland","465","125","0.265"
"2022","All","35 and over","Northern Ireland","505","180","0.36"
"2023","All","35 and over","Northern Ireland","360","140","0.383"
"2019","All","17 and under","England","40","15","0.35000000000000003"
"2020","All","17 and under","England","35","15","0.4"
"2021","All","17 and under","England","55","10"," "
"2022","All","17 and under","England","85","15","0.2"
"2023","All","17 and under","England","105","20","0.19"
"2019","All","18","England","25565","12325","0.482"
"2020","All","18","England","27680","14230","0.514"
"2021","All","18","England","35930","18375","0.511"
"2022","All","18","England","36905","17215","0.466"
"2023","All","18","England","29395","15325","0.521"
"2019","All","19","England","11925","4920","0.41200000000000003"
"2020","All","19","England","11505","5120","0.445"
"2021","All","19","England","13580","5845","0.43"
"2022","All","19","England","13680","5100","0.373"
"2023","All","19","England","11170","4680","0.419"
"2019","All","20","England","6445","2580","0.4"
"2020","All","20","England","7005","3005","0.429"
"2021","All","20","England","7805","3215","0.41200000000000003"
"2022","All","20","England","7315","2630","0.36"
"2023","All","20","England","6850","2685","0.392"
"2019","All","21 - 24","England","13315","5140","0.386"
"2020","All","21 - 24","England","14500","6275","0.433"
"2021","All","21 - 24","England","17455","7440","0.426"
"2022","All","21 - 24","England","15035","5625","0.374"
"2023","All","21 - 24","England","11755","4495","0.382"
