"Year","Refugee and asylum seeker status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","All","20","All","All","Main scheme applicant","Not main scheme application","3035","2490","0.8210000000000001","0"
"2023","All","21 - 24","All","All","Main scheme applicant","Not main scheme application","3620","2610","0.72","0"
"2023","All","25 - 29","All","All","Main scheme applicant","Not main scheme application","1320","895","0.679","0"
"2023","All","30 - 34","All","All","Main scheme applicant","Not main scheme application","835","515","0.621","0"
"2023","All","35 and over","All","All","Main scheme applicant","Not main scheme application","1880","1170","0.622","0"
"2023","All","17 and under","All","All","Main scheme applicant","Main scheme application","2145","1250","0.583","0"
"2023","All","18","All","All","Main scheme applicant","Main scheme application","319595","227065","0.71","0"
"2023","All","19","All","All","Main scheme applicant","Main scheme application","81770","58740","0.718","0"
"2023","All","20","All","All","Main scheme applicant","Main scheme application","28835","19175","0.665","0"
"2023","All","21 - 24","All","All","Main scheme applicant","Main scheme application","41540","24325","0.586","0"
"2023","All","25 - 29","All","All","Main scheme applicant","Main scheme application","18410","10385","0.5640000000000001","0"
"2023","All","30 - 34","All","All","Main scheme applicant","Main scheme application","11865","6805","0.5730000000000001","0"
"2023","All","35 and over","All","All","Main scheme applicant","Main scheme application","25400","14360","0.5650000000000001","0"
"2023","No","All","All","All","Not main scheme applicant","Not main scheme application","19660","16770","0.853","3575"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","All","All","All","Not main scheme applicant","Not main scheme application","330","250","0.755","110"
"2023","I have limited or discretionary leave to remain in the UK","All","All","All","Not main scheme applicant","Not main scheme application","270","185","0.68","125"
"2023","I'm currently seeking asylum in the UK","All","All","All","Not main scheme applicant","Not main scheme application","20","10","0.579","10"
"2023","Not declared","All","All","All","Not main scheme applicant","Not main scheme application","50090","47340","0.9450000000000001","130"
"2023","No","All","All","All","Main scheme applicant","Not main scheme application","61400","54080","0.881","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","All","All","All","Main scheme applicant","Not main scheme application","770","620","0.802","0"
"2023","I have limited or discretionary leave to remain in the UK","All","All","All","Main scheme applicant","Not main scheme application","725","540","0.744","0"
"2023","I'm currently seeking asylum in the UK","All","All","All","Main scheme applicant","Not main scheme application","130","80","0.595","0"
"2023","Not declared","All","All","All","Main scheme applicant","Not main scheme application","1090","915","0.839","0"
"2023","No","All","All","All","Main scheme applicant","Main scheme application","507945","349390","0.6880000000000001","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","All","All","All","Main scheme applicant","Main scheme application","4520","2510","0.555","0"
"2023","I have limited or discretionary leave to remain in the UK","All","All","All","Main scheme applicant","Main scheme application","5140","2750","0.535","0"
"2023","I'm currently seeking asylum in the UK","All","All","All","Main scheme applicant","Main scheme application","810","355","0.436","0"
"2023","Not declared","All","All","All","Main scheme applicant","Main scheme application","11140","7100","0.637","0"
"2023","All","All","All","All","Not main scheme applicant","Not main scheme application","70370","64555","0.917","3945"
"2023","All","All","All","All","Main scheme applicant","Not main scheme application","64120","56235","0.877","0"
"2023","All","All","All","All","Main scheme applicant","Main scheme application","529560","362100","0.684","0"
"2023","No","17 and under","England","Female","All","Not main scheme application","90","60","0.659","15"
"2023","No","17 and under","Scotland","Female","All","Not main scheme application","85","70","0.8280000000000001","5"
"2023","No","17 and under","Wales","Female","All","Not main scheme application","5","0"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","17 and under","England","Female","All","Not main scheme application","10","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","17 and under","England","Female","All","Not main scheme application","5","5"," ","5"
"2023","Not declared","17 and under","England","Female","All","Not main scheme application","70","65","0.914","0"
"2023","Not declared","17 and under","Scotland","Female","All","Not main scheme application","120","120","0.992","0"
"2023","Not declared","17 and under","Wales","Female","All","Not main scheme application","5","5"," ","0"
"2023","No","18","Northern Ireland","Female","All","Not main scheme application","695","570","0.8220000000000001","0"
"2023","No","18","England","Female","All","Not main scheme application","22780","20955","0.92","120"
"2023","No","18","Scotland","Female","All","Not main scheme application","635","500","0.791","15"
"2023","No","18","Wales","Female","All","Not main scheme application","735","675","0.916","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","England","Female","All","Not main scheme application","130","115","0.892","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Scotland","Female","All","Not main scheme application","10","10"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Wales","Female","All","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","18","England","Female","All","Not main scheme application","180","155","0.872","0"
"2023","I have limited or discretionary leave to remain in the UK","18","Scotland","Female","All","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","18","Wales","Female","All","Not main scheme application","5","5"," ","0"
"2023","I'm currently seeking asylum in the UK","18","England","Female","All","Not main scheme application","15","10","0.857","0"
"2023","I'm currently seeking asylum in the UK","18","Scotland","Female","All","Not main scheme application","5","0"," ","0"
"2023","Not declared","18","Northern Ireland","Female","All","Not main scheme application","10","5"," ","0"
"2023","Not declared","18","England","Female","All","Not main scheme application","1310","1235","0.9420000000000001","5"
"2023","Not declared","18","Scotland","Female","All","Not main scheme application","180","180","0.989","0"
"2023","Not declared","18","Wales","Female","All","Not main scheme application","40","40","0.9500000000000001","0"
"2023","No","19","Northern Ireland","Female","All","Not main scheme application","220","180","0.8180000000000001","5"
"2023","No","19","England","Female","All","Not main scheme application","6845","6045","0.883","195"
"2023","No","19","Scotland","Female","All","Not main scheme application","290","220","0.759","20"
"2023","No","19","Wales","Female","All","Not main scheme application","275","245","0.891","10"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Northern Ireland","Female","All","Not main scheme application","5","0"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","England","Female","All","Not main scheme application","75","60","0.8240000000000001","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Scotland","Female","All","Not main scheme application","5","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Wales","Female","All","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","19","England","Female","All","Not main scheme application","65","60","0.866","0"
"2023","I have limited or discretionary leave to remain in the UK","19","Scotland","Female","All","Not main scheme application","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","19","Wales","Female","All","Not main scheme application","5","5"," ","0"
"2023","I'm currently seeking asylum in the UK","19","England","Female","All","Not main scheme application","10","5"," ","0"
"2023","Not declared","19","Northern Ireland","Female","All","Not main scheme application","10","10","1","0"
"2023","Not declared","19","England","Female","All","Not main scheme application","2020","1910","0.9450000000000001","5"
"2023","Not declared","19","Scotland","Female","All","Not main scheme application","135","135","0.993","0"
"2023","Not declared","19","Wales","Female","All","Not main scheme application","80","75","0.927","0"
"2023","No","20","Northern Ireland","Female","All","Not main scheme application","80","65","0.81","5"
"2023","No","20","England","Female","All","Not main scheme application","2645","2255","0.853","160"
"2023","No","20","Scotland","Female","All","Not main scheme application","175","130","0.763","20"
"2023","No","20","Wales","Female","All","Not main scheme application","135","110","0.835","15"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","England","Female","All","Not main scheme application","50","45","0.882","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","Scotland","Female","All","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","20","England","Female","All","Not main scheme application","50","40","0.8130000000000001","0"
"2023","I have limited or discretionary leave to remain in the UK","20","Scotland","Female","All","Not main scheme application","5","5"," ","0"
"2023","I'm currently seeking asylum in the UK","20","England","Female","All","Not main scheme application","10","5"," ","0"
"2023","Not declared","20","Northern Ireland","Female","All","Not main scheme application","10","10"," ","0"
"2023","Not declared","20","England","Female","All","Not main scheme application","1485","1395","0.937","5"
"2023","Not declared","20","Scotland","Female","All","Not main scheme application","100","95","0.97","0"
"2023","Not declared","20","Wales","Female","All","Not main scheme application","65","60","0.969","0"
"2023","No","21 - 24","Northern Ireland","Female","All","Not main scheme application","110","75","0.6940000000000001","10"
"2023","No","21 - 24","England","Female","All","Not main scheme application","3525","2710","0.768","355"
"2023","No","21 - 24","Scotland","Female","All","Not main scheme application","400","285","0.718","55"
"2023","No","21 - 24","Wales","Female","All","Not main scheme application","200","165","0.8150000000000001","20"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","England","Female","All","Not main scheme application","70","55","0.757","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Scotland","Female","All","Not main scheme application","10","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Wales","Female","All","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","England","Female","All","Not main scheme application","75","45","0.63","5"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","Scotland","Female","All","Not main scheme application","10","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","Wales","Female","All","Not main scheme application","5","5"," ","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","England","Female","All","Not main scheme application","15","5"," ","0"
"2023","Not declared","21 - 24","Northern Ireland","Female","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","21 - 24","England","Female","All","Not main scheme application","4010","3740","0.933","15"
"2023","Not declared","21 - 24","Scotland","Female","All","Not main scheme application","200","185","0.9390000000000001","0"
"2023","Not declared","21 - 24","Wales","Female","All","Not main scheme application","110","105","0.9550000000000001","0"
"2023","No","25 - 29","Northern Ireland","Female","All","Not main scheme application","45","35","0.717","5"
"2023","No","25 - 29","England","Female","All","Not main scheme application","1400","1020","0.73","185"
"2023","No","25 - 29","Scotland","Female","All","Not main scheme application","160","110","0.6960000000000001","35"
"2023","No","25 - 29","Wales","Female","All","Not main scheme application","105","75","0.72","15"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","England","Female","All","Not main scheme application","25","15","0.593","10"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Scotland","Female","All","Not main scheme application","5","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Wales","Female","All","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","England","Female","All","Not main scheme application","25","15","0.5","5"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","Scotland","Female","All","Not main scheme application","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","25 - 29","England","Female","All","Not main scheme application","10","10"," ","0"
"2023","Not declared","25 - 29","England","Female","All","Not main scheme application","3635","3440","0.9460000000000001","5"
"2023","Not declared","25 - 29","Scotland","Female","All","Not main scheme application","140","130","0.936","0"
"2023","Not declared","25 - 29","Wales","Female","All","Not main scheme application","80","75","0.9490000000000001","0"
"2023","No","30 - 34","Northern Ireland","Female","All","Not main scheme application","30","25","0.8","0"
"2023","No","30 - 34","England","Female","All","Not main scheme application","995","695","0.7000000000000001","130"
"2023","No","30 - 34","Scotland","Female","All","Not main scheme application","130","80","0.633","15"
"2023","No","30 - 34","Wales","Female","All","Not main scheme application","60","50","0.839","20"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","England","Female","All","Not main scheme application","35","25","0.667","10"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","Scotland","Female","All","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","England","Female","All","Not main scheme application","25","15","0.6","10"
"2023","I'm currently seeking asylum in the UK","30 - 34","England","Female","All","Not main scheme application","5","0"," ","0"
"2023","Not declared","30 - 34","England","Female","All","Not main scheme application","3385","3195","0.9440000000000001","5"
"2023","Not declared","30 - 34","Scotland","Female","All","Not main scheme application","100","95","0.97","0"
"2023","Not declared","30 - 34","Wales","Female","All","Not main scheme application","55","55","0.982","0"
"2023","No","35 and over","Northern Ireland","Female","All","Not main scheme application","45","40","0.884","5"
"2023","No","35 and over","England","Female","All","Not main scheme application","2275","1595","0.7020000000000001","525"
"2023","No","35 and over","Scotland","Female","All","Not main scheme application","240","150","0.636","75"
"2023","No","35 and over","Wales","Female","All","Not main scheme application","120","95","0.783","20"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","England","Female","All","Not main scheme application","85","60","0.6940000000000001","15"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","Scotland","Female","All","Not main scheme application","5","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","Wales","Female","All","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","England","Female","All","Not main scheme application","95","55","0.583","35"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","Scotland","Female","All","Not main scheme application","5","5"," ","0"
"2023","I'm currently seeking asylum in the UK","35 and over","England","Female","All","Not main scheme application","10","5"," ","0"
"2023","Not declared","35 and over","England","Female","All","Not main scheme application","8155","7685","0.9420000000000001","20"
"2023","Not declared","35 and over","Scotland","Female","All","Not main scheme application","275","265","0.964","0"
"2023","Not declared","35 and over","Wales","Female","All","Not main scheme application","135","130","0.963","0"
"2023","No","17 and under","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","No","17 and under","England","Male","All","Not main scheme application","75","50","0.7030000000000001","5"
"2023","No","17 and under","Scotland","Male","All","Not main scheme application","50","45","0.846","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","17 and under","England","Male","All","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","17 and under","England","Male","All","Not main scheme application","5","0"," ","0"
"2023","Not declared","17 and under","England","Male","All","Not main scheme application","75","70","0.919","0"
"2023","Not declared","17 and under","Scotland","Male","All","Not main scheme application","95","95","0.989","0"
"2023","Not declared","17 and under","Wales","Male","All","Not main scheme application","10","5"," ","0"
"2023","No","18","Northern Ireland","Male","All","Not main scheme application","345","295","0.86","0"
"2023","No","18","England","Male","All","Not main scheme application","18510","17155","0.927","140"
"2023","No","18","Scotland","Male","All","Not main scheme application","430","375","0.874","15"
"2023","No","18","Wales","Male","All","Not main scheme application","495","445","0.903","10"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","England","Male","All","Not main scheme application","130","115","0.885","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Wales","Male","All","Not main scheme application","10","10"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","18","England","Male","All","Not main scheme application","125","105","0.854","0"
"2023","I have limited or discretionary leave to remain in the UK","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2023","I'm currently seeking asylum in the UK","18","England","Male","All","Not main scheme application","15","10","0.625","0"
"2023","I'm currently seeking asylum in the UK","18","Wales","Male","All","Not main scheme application","5","0"," ","0"
"2023","Not declared","18","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2023","Not declared","18","England","Male","All","Not main scheme application","1485","1420","0.9540000000000001","5"
"2023","Not declared","18","Scotland","Male","All","Not main scheme application","200","195","0.985","0"
"2023","Not declared","18","Wales","Male","All","Not main scheme application","60","55","0.983","0"
"2023","No","19","Northern Ireland","Male","All","Not main scheme application","140","120","0.871","5"
"2023","No","19","England","Male","All","Not main scheme application","5790","5165","0.891","215"
"2023","No","19","Scotland","Male","All","Not main scheme application","220","170","0.785","25"
"2023","No","19","Wales","Male","All","Not main scheme application","190","175","0.921","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","England","Male","All","Not main scheme application","95","85","0.875","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","19","England","Male","All","Not main scheme application","65","50","0.794","5"
"2023","I have limited or discretionary leave to remain in the UK","19","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2023","I'm currently seeking asylum in the UK","19","England","Male","All","Not main scheme application","10","5"," ","0"
"2023","Not declared","19","Northern Ireland","Male","All","Not main scheme application","10","10","0.909","0"
"2023","Not declared","19","England","Male","All","Not main scheme application","1955","1855","0.9490000000000001","10"
"2023","Not declared","19","Scotland","Male","All","Not main scheme application","150","145","0.973","0"
"2023","Not declared","19","Wales","Male","All","Not main scheme application","75","70","0.932","0"
"2023","No","20","Northern Ireland","Male","All","Not main scheme application","80","65","0.835","5"
"2023","No","20","England","Male","All","Not main scheme application","2520","2180","0.864","185"
"2023","No","20","Scotland","Male","All","Not main scheme application","130","110","0.8320000000000001","20"
"2023","No","20","Wales","Male","All","Not main scheme application","100","90","0.898","10"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","England","Male","All","Not main scheme application","45","35","0.837","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","Scotland","Male","All","Not main scheme application","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","20","England","Male","All","Not main scheme application","40","35","0.786","0"
"2023","I have limited or discretionary leave to remain in the UK","20","Scotland","Male","All","Not main scheme application","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","20","England","Male","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","20","England","Male","All","Not main scheme application","1545","1450","0.9380000000000001","10"
"2023","Not declared","20","Scotland","Male","All","Not main scheme application","100","95","0.96","0"
"2023","Not declared","20","Wales","Male","All","Not main scheme application","70","65","0.985","0"
"2023","No","21 - 24","Northern Ireland","Male","All","Not main scheme application","75","60","0.8270000000000001","5"
"2023","No","21 - 24","England","Male","All","Not main scheme application","3110","2605","0.836","290"
"2023","No","21 - 24","Scotland","Male","All","Not main scheme application","250","195","0.791","30"
"2023","No","21 - 24","Wales","Male","All","Not main scheme application","150","130","0.868","20"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","England","Male","All","Not main scheme application","85","65","0.795","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Scotland","Male","All","Not main scheme application","5","0"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Wales","Male","All","Not main scheme application","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","England","Male","All","Not main scheme application","60","40","0.7000000000000001","15"
"2023","I'm currently seeking asylum in the UK","21 - 24","England","Male","All","Not main scheme application","10","5"," ","0"
"2023","Not declared","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","21 - 24","England","Male","All","Not main scheme application","4250","3980","0.936","15"
"2023","Not declared","21 - 24","Scotland","Male","All","Not main scheme application","185","170","0.9400000000000001","0"
"2023","Not declared","21 - 24","Wales","Male","All","Not main scheme application","90","85","0.978","0"
"2023","No","25 - 29","Northern Ireland","Male","All","Not main scheme application","30","20","0.71","5"
"2023","No","25 - 29","England","Male","All","Not main scheme application","875","695","0.796","140"
"2023","No","25 - 29","Scotland","Male","All","Not main scheme application","110","95","0.8300000000000001","25"
"2023","No","25 - 29","Wales","Male","All","Not main scheme application","65","50","0.8","10"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","England","Male","All","Not main scheme application","30","20","0.759","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","England","Male","All","Not main scheme application","25","10","0.423","0"
"2023","I'm currently seeking asylum in the UK","25 - 29","England","Male","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","England","Male","All","Not main scheme application","3665","3450","0.9410000000000001","5"
"2023","Not declared","25 - 29","Scotland","Male","All","Not main scheme application","95","90","0.9570000000000001","0"
"2023","Not declared","25 - 29","Wales","Male","All","Not main scheme application","45","45","0.9570000000000001","0"
"2023","No","30 - 34","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","No","30 - 34","England","Male","All","Not main scheme application","465","330","0.712","80"
"2023","No","30 - 34","Scotland","Male","All","Not main scheme application","55","35","0.63","10"
"2023","No","30 - 34","Wales","Male","All","Not main scheme application","25","20","0.846","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","England","Male","All","Not main scheme application","30","15","0.484","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","England","Male","All","Not main scheme application","15","10"," ","5"
"2023","I'm currently seeking asylum in the UK","30 - 34","England","Male","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","England","Male","All","Not main scheme application","3315","3115","0.9390000000000001","0"
"2023","Not declared","30 - 34","Scotland","Male","All","Not main scheme application","65","60","0.937","0"
"2023","Not declared","30 - 34","Wales","Male","All","Not main scheme application","30","30","1","0"
"2023","No","35 and over","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2023","No","35 and over","England","Male","All","Not main scheme application","1070","735","0.6880000000000001","220"
"2023","No","35 and over","Scotland","Male","All","Not main scheme application","100","75","0.745","30"
"2023","No","35 and over","Wales","Male","All","Not main scheme application","50","40","0.792","10"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","England","Male","All","Not main scheme application","60","40","0.656","15"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","Scotland","Male","All","Not main scheme application","10","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","Wales","Male","All","Not main scheme application","5","0"," ","5"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","England","Male","All","Not main scheme application","55","25","0.491","15"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","Scotland","Male","All","Not main scheme application","0","0"," ","5"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","Wales","Male","All","Not main scheme application","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","35 and over","England","Male","All","Not main scheme application","5","0"," ","0"
"2023","Not declared","35 and over","England","Male","All","Not main scheme application","7520","7080","0.9420000000000001","15"
"2023","Not declared","35 and over","Scotland","Male","All","Not main scheme application","90","90","0.967","0"
"2023","Not declared","35 and over","Wales","Male","All","Not main scheme application","50","50","0.962","0"
"2023","No","17 and under","Northern Ireland","Female","All","Main scheme application","20","10","0.526","0"
"2023","No","17 and under","England","Female","All","Main scheme application","555","325","0.586","0"
"2023","No","17 and under","Scotland","Female","All","Main scheme application","535","335","0.632","0"
"2023","No","17 and under","Wales","Female","All","Main scheme application","20","15","0.722","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","17 and under","England","Female","All","Main scheme application","10","0"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","17 and under","Scotland","Female","All","Main scheme application","15","10"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","17 and under","England","Female","All","Main scheme application","15","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","17 and under","Scotland","Female","All","Main scheme application","10","5"," ","0"
"2023","I'm currently seeking asylum in the UK","17 and under","Scotland","Female","All","Main scheme application","5","0"," ","0"
"2023","Not declared","17 and under","England","Female","All","Main scheme application","25","15","0.519","0"
"2023","Not declared","17 and under","Scotland","Female","All","Main scheme application","10","5"," ","0"
"2023","No","18","Northern Ireland","Female","All","Main scheme application","6755","4565","0.676","0"
"2023","No","18","England","Female","All","Main scheme application","150155","107120","0.713","0"
"2023","No","18","Scotland","Female","All","Main scheme application","11150","8960","0.803","0"
"2023","No","18","Wales","Female","All","Main scheme application","6940","5390","0.777","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Northern Ireland","Female","All","Main scheme application","15","10","0.6880000000000001","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","England","Female","All","Main scheme application","570","350","0.617","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Scotland","Female","All","Main scheme application","70","45","0.667","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Wales","Female","All","Main scheme application","20","10"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","18","Northern Ireland","Female","All","Main scheme application","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","18","England","Female","All","Main scheme application","645","360","0.562","0"
"2023","I have limited or discretionary leave to remain in the UK","18","Scotland","Female","All","Main scheme application","50","25","0.529","0"
"2023","I have limited or discretionary leave to remain in the UK","18","Wales","Female","All","Main scheme application","20","10"," ","0"
"2023","I'm currently seeking asylum in the UK","18","England","Female","All","Main scheme application","60","30","0.459","0"
"2023","I'm currently seeking asylum in the UK","18","Scotland","Female","All","Main scheme application","5","0"," ","0"
"2023","Not declared","18","Northern Ireland","Female","All","Main scheme application","110","75","0.706","0"
"2023","Not declared","18","England","Female","All","Main scheme application","1620","1165","0.718","0"
"2023","Not declared","18","Scotland","Female","All","Main scheme application","100","80","0.798","0"
"2023","Not declared","18","Wales","Female","All","Main scheme application","60","45","0.758","0"
"2023","No","19","Northern Ireland","Female","All","Main scheme application","1315","875","0.666","0"
"2023","No","19","England","Female","All","Main scheme application","38810","27915","0.719","0"
"2023","No","19","Scotland","Female","All","Main scheme application","3280","2420","0.737","0"
"2023","No","19","Wales","Female","All","Main scheme application","1875","1420","0.757","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Northern Ireland","Female","All","Main scheme application","10","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","England","Female","All","Main scheme application","295","180","0.605","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Scotland","Female","All","Main scheme application","35","20","0.611","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Wales","Female","All","Main scheme application","10","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","19","Northern Ireland","Female","All","Main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","19","England","Female","All","Main scheme application","350","225","0.642","0"
"2023","I have limited or discretionary leave to remain in the UK","19","Scotland","Female","All","Main scheme application","25","20","0.704","0"
"2023","I have limited or discretionary leave to remain in the UK","19","Wales","Female","All","Main scheme application","10","5"," ","0"
"2023","I'm currently seeking asylum in the UK","19","England","Female","All","Main scheme application","55","35","0.623","0"
"2023","I'm currently seeking asylum in the UK","19","Scotland","Female","All","Main scheme application","5","5"," ","0"
"2023","Not declared","19","Northern Ireland","Female","All","Main scheme application","25","15","0.6","0"
"2023","Not declared","19","England","Female","All","Main scheme application","700","460","0.656","0"
"2023","Not declared","19","Scotland","Female","All","Main scheme application","35","25","0.771","0"
"2023","Not declared","19","Wales","Female","All","Main scheme application","20","15","0.8","0"
"2023","No","20","Northern Ireland","Female","All","Main scheme application","525","320","0.608","0"
"2023","No","20","England","Female","All","Main scheme application","12630","8295","0.657","0"
"2023","No","20","Scotland","Female","All","Main scheme application","1725","1180","0.684","0"
"2023","No","20","Wales","Female","All","Main scheme application","675","450","0.666","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","Northern Ireland","Female","All","Main scheme application","5","0"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","England","Female","All","Main scheme application","180","100","0.559","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","Scotland","Female","All","Main scheme application","30","15","0.531","0"
